"region","markanvändningsklass","X2015"
"Nora","skogsmark, produktiv",46566
"Nora","skogsmark, improduktiv",5058
"Nora","total skogsmark",51623
"Nora","bebyggd mark och tillhörande mark",2189
"Nora","täkter och gruvområden",207
"Nora","golfbanor och skidpistar",64
"Nora","vatten",7228
"Nora","övrig mark",5319
"Nora","total landareal",61854
"Lindesberg","åkermark",17146
"Lindesberg","betesmark",1241
"Lindesberg","skogsmark, produktiv",92373
"Lindesberg","skogsmark, improduktiv",10033
"Lindesberg","total skogsmark",102406
"Lindesberg","bebyggd mark och tillhörande mark",5436
"Lindesberg","täkter och gruvområden",368
"Lindesberg","golfbanor och skidpistar",43
"Lindesberg","vatten",10290
"Lindesberg","övrig mark",11119
"Lindesberg","total landareal",137760
"Skinnskatteberg","åkermark",2697
"Skinnskatteberg","betesmark",291
"Skinnskatteberg","skogsmark, produktiv",51738
"Skinnskatteberg","skogsmark, improduktiv",5537
"Skinnskatteberg","total skogsmark",57275
"Skinnskatteberg","bebyggd mark och tillhörande mark",1827
"Skinnskatteberg","täkter och gruvområden",108
"Skinnskatteberg","golfbanor och skidpistar",2
"Skinnskatteberg","vatten",5876
"Skinnskatteberg","övrig mark",3743
"Skinnskatteberg","total landareal",65942
"Surahammar","åkermark",1841
"Surahammar","betesmark",467
"Surahammar","skogsmark, produktiv",25433
"Surahammar","skogsmark, improduktiv",2722
"Surahammar","total skogsmark",28155
"Surahammar","bebyggd mark och tillhörande mark",1355
"Surahammar","täkter och gruvområden",121
"Surahammar","golfbanor och skidpistar",62
"Surahammar","vatten",2509
"Surahammar","övrig mark",2389
"Surahammar","total landareal",34390
"Kungsör","åkermark",8053
"Kungsör","betesmark",419
"Kungsör","skogsmark, produktiv",8869
"Kungsör","skogsmark, improduktiv",949
"Kungsör","total skogsmark",9818
"Kungsör","bebyggd mark och tillhörande mark",1231
"Kungsör","täkter och gruvområden",97
"Kungsör","golfbanor och skidpistar",0
"Kungsör","vatten",2451
"Kungsör","övrig mark",644
"Kungsör","total landareal",20262
"Hallstahammar","åkermark",5277
"Hallstahammar","betesmark",635
"Hallstahammar","skogsmark, produktiv",7794
"Hallstahammar","skogsmark, improduktiv",834
"Hallstahammar","total skogsmark",8628
"Hallstahammar","bebyggd mark och tillhörande mark",1546
"Hallstahammar","täkter och gruvområden",81
"Hallstahammar","golfbanor och skidpistar",24
"Hallstahammar","vatten",1073
"Hallstahammar","övrig mark",762
"Hallstahammar","total landareal",16953
"Norberg","åkermark",1561
"Norberg","betesmark",167
"Norberg","skogsmark, produktiv",33798
"Norberg","skogsmark, improduktiv",3617
"Norberg","total skogsmark",37415
"Norberg","bebyggd mark och tillhörande mark",1435
"Norberg","täkter och gruvområden",138
"Norberg","golfbanor och skidpistar",4
"Norberg","vatten",2983
"Norberg","övrig mark",1065
"Norberg","total landareal",41786
"Västerås","åkermark",29849
"Västerås","betesmark",2444
"Västerås","skogsmark, produktiv",45733
"Västerås","skogsmark, improduktiv",4895
"Västerås","total skogsmark",50628
"Västerås","bebyggd mark och tillhörande mark",8043
"Västerås","täkter och gruvområden",264
"Västerås","golfbanor och skidpistar",465
"Västerås","vatten",17899
"Västerås","övrig mark",4190
"Västerås","total landareal",95883
"Sala","åkermark",27723
"Sala","betesmark",1288
"Sala","skogsmark, produktiv",70700
"Sala","skogsmark, improduktiv",7567
"Sala","total skogsmark",78267
"Sala","bebyggd mark och tillhörande mark",4542
"Sala","täkter och gruvområden",200
"Sala","golfbanor och skidpistar",92
"Sala","vatten",3754
"Sala","övrig mark",4571
"Sala","total landareal",116683
"Fagersta","åkermark",1024
"Fagersta","betesmark",56
"Fagersta","skogsmark, produktiv",20917
"Fagersta","skogsmark, improduktiv",2239
"Fagersta","total skogsmark",23155
"Fagersta","bebyggd mark och tillhörande mark",1572
"Fagersta","täkter och gruvområden",87
"Fagersta","golfbanor och skidpistar",44
"Fagersta","vatten",4137
"Fagersta","övrig mark",966
"Fagersta","total landareal",26903
"Köping","åkermark",16102
"Köping","betesmark",762
"Köping","skogsmark, produktiv",33839
"Köping","skogsmark, improduktiv",3622
"Köping","total skogsmark",37460
"Köping","bebyggd mark och tillhörande mark",3070
"Köping","täkter och gruvområden",82
"Köping","golfbanor och skidpistar",39
"Köping","vatten",4021
"Köping","övrig mark",2912
"Köping","total landareal",60427
"Arboga","åkermark",7375
"Arboga","betesmark",393
"Arboga","skogsmark, produktiv",19148
"Arboga","skogsmark, improduktiv",2049
"Arboga","total skogsmark",21197
"Arboga","bebyggd mark och tillhörande mark",2106
"Arboga","täkter och gruvområden",18
"Arboga","golfbanor och skidpistar",68
"Arboga","vatten",9398
"Arboga","övrig mark",1383
"Arboga","total landareal",32540
"Vansbro","åkermark",2590
"Vansbro","betesmark",311
"Vansbro","skogsmark, produktiv",106593
"Vansbro","skogsmark, improduktiv",23880
"Vansbro","total skogsmark",130473
"Vansbro","bebyggd mark och tillhörande mark",3534
"Vansbro","täkter och gruvområden",37
"Vansbro","golfbanor och skidpistar",113
"Vansbro","vatten",11779
"Vansbro","övrig mark",16898
"Vansbro","total landareal",153955
"Malung-Sälen","åkermark",1058
"Malung-Sälen","betesmark",2649
"Malung-Sälen","skogsmark, produktiv",260201
"Malung-Sälen","skogsmark, improduktiv",58292
"Malung-Sälen","total skogsmark",318493
"Malung-Sälen","bebyggd mark och tillhörande mark",6437
"Malung-Sälen","täkter och gruvområden",129
"Malung-Sälen","golfbanor och skidpistar",1247
"Malung-Sälen","vatten",22761
"Malung-Sälen","övrig mark",78475
"Malung-Sälen","total landareal",408489
"Gagnef","åkermark",2510
"Gagnef","betesmark",329
"Gagnef","skogsmark, produktiv",54887
"Gagnef","skogsmark, improduktiv",12296
"Gagnef","total skogsmark",67183
"Gagnef","bebyggd mark och tillhörande mark",2840
"Gagnef","täkter och gruvområden",76
"Gagnef","golfbanor och skidpistar",59
"Gagnef","vatten",4516
"Gagnef","övrig mark",3719
"Gagnef","total landareal",76717
"Leksand","åkermark",3416
"Leksand","betesmark",702
"Leksand","skogsmark, produktiv",88300
"Leksand","skogsmark, improduktiv",19782
"Leksand","total skogsmark",108081
"Leksand","bebyggd mark och tillhörande mark",4420
"Leksand","täkter och gruvområden",45
"Leksand","golfbanor och skidpistar",94
"Leksand","vatten",19072
"Leksand","övrig mark",5368
"Leksand","total landareal",122126
"Rättvik","åkermark",2338
"Rättvik","betesmark",997
"Rättvik","skogsmark, produktiv",140602
"Rättvik","skogsmark, improduktiv",31499
"Rättvik","total skogsmark",172101
"Rättvik","bebyggd mark och tillhörande mark",4273
"Rättvik","täkter och gruvområden",126
"Rättvik","golfbanor och skidpistar",104
"Rättvik","vatten",21714
"Rättvik","övrig mark",12128
"Rättvik","total landareal",192067
"Orsa","åkermark",1058
"Orsa","betesmark",976
"Orsa","skogsmark, produktiv",119223
"Orsa","skogsmark, improduktiv",26709
"Orsa","total skogsmark",145932
"Orsa","bebyggd mark och tillhörande mark",2867
"Orsa","täkter och gruvområden",64
"Orsa","golfbanor och skidpistar",42
"Orsa","vatten",6660
"Orsa","övrig mark",22140
"Orsa","total landareal",173079
"Älvdalen","åkermark",694
"Älvdalen","betesmark",1687
"Älvdalen","skogsmark, produktiv",410421
"Älvdalen","skogsmark, improduktiv",91946
"Älvdalen","total skogsmark",502367
"Älvdalen","bebyggd mark och tillhörande mark",6104
"Älvdalen","täkter och gruvområden",184
"Älvdalen","golfbanor och skidpistar",452
"Älvdalen","vatten",27092
"Älvdalen","övrig mark",175703
"Älvdalen","total landareal",687191
"Smedjebacken","åkermark",2243
"Smedjebacken","betesmark",358
"Smedjebacken","skogsmark, produktiv",70603
"Smedjebacken","skogsmark, improduktiv",15817
"Smedjebacken","total skogsmark",86420
"Smedjebacken","bebyggd mark och tillhörande mark",3154
"Smedjebacken","täkter och gruvområden",77
"Smedjebacken","golfbanor och skidpistar",41
"Smedjebacken","vatten",10986
"Smedjebacken","övrig mark",2502
"Smedjebacken","total landareal",94795
"Mora","åkermark",1781
"Mora","betesmark",529
"Mora","skogsmark, produktiv",193598
"Mora","skogsmark, improduktiv",43371
"Mora","total skogsmark",236969
"Mora","bebyggd mark och tillhörande mark",6314
"Mora","täkter och gruvområden",184
"Mora","golfbanor och skidpistar",210
"Mora","vatten",29911
"Mora","övrig mark",35256
"Mora","total landareal",281243
"Falun","åkermark",5764
"Falun","betesmark",769
"Falun","skogsmark, produktiv",146900
"Falun","skogsmark, improduktiv",32910
"Falun","total skogsmark",179810
"Falun","bebyggd mark och tillhörande mark",7842
"Falun","täkter och gruvområden",191
"Falun","golfbanor och skidpistar",140
"Falun","vatten",23495
"Falun","övrig mark",9511
"Falun","total landareal",204027
"Borlänge","åkermark",6803
"Borlänge","betesmark",298
"Borlänge","skogsmark, produktiv",35950
"Borlänge","skogsmark, improduktiv",8054
"Borlänge","total skogsmark",44004
"Borlänge","bebyggd mark och tillhörande mark",4738
"Borlänge","täkter och gruvområden",100
"Borlänge","golfbanor och skidpistar",271
"Borlänge","vatten",5190
"Borlänge","övrig mark",2178
"Borlänge","total landareal",58392
"Säter","åkermark",8346
"Säter","betesmark",187
"Säter","skogsmark, produktiv",36293
"Säter","skogsmark, improduktiv",8131
"Säter","total skogsmark",44423
"Säter","bebyggd mark och tillhörande mark",2651
"Säter","täkter och gruvområden",122
"Säter","golfbanor och skidpistar",63
"Säter","vatten",5420
"Säter","övrig mark",1241
"Säter","total landareal",57033
"Hedemora","åkermark",11259
"Hedemora","betesmark",682
"Hedemora","skogsmark, produktiv",53791
"Hedemora","skogsmark, improduktiv",12051
"Hedemora","total skogsmark",65842
"Hedemora","bebyggd mark och tillhörande mark",3330
"Hedemora","täkter och gruvområden",509
"Hedemora","golfbanor och skidpistar",36
"Hedemora","vatten",9406
"Hedemora","övrig mark",1816
"Hedemora","total landareal",83475
"Avesta","åkermark",9048
"Avesta","betesmark",492
"Avesta","skogsmark, produktiv",37238
"Avesta","skogsmark, improduktiv",8342
"Avesta","total skogsmark",45581
"Avesta","bebyggd mark och tillhörande mark",3368
"Avesta","täkter och gruvområden",77
"Avesta","golfbanor och skidpistar",51
"Avesta","vatten",5583
"Avesta","övrig mark",2703
"Avesta","total landareal",61320
"Ludvika","åkermark",747
"Ludvika","betesmark",226
"Ludvika","skogsmark, produktiv",106468
"Ludvika","skogsmark, improduktiv",23852
"Ludvika","total skogsmark",130320
"Ludvika","bebyggd mark och tillhörande mark",4774
"Ludvika","täkter och gruvområden",629
"Ludvika","golfbanor och skidpistar",86
"Ludvika","vatten",15744
"Ludvika","övrig mark",12255
"Ludvika","total landareal",149037
"Ockelbo","åkermark",3058
"Ockelbo","betesmark",182
"Ockelbo","skogsmark, produktiv",84612
"Ockelbo","skogsmark, improduktiv",10902
"Ockelbo","total skogsmark",95514
"Ockelbo","bebyggd mark och tillhörande mark",2339
"Ockelbo","täkter och gruvområden",78
"Ockelbo","golfbanor och skidpistar",5
"Ockelbo","vatten",6427
"Ockelbo","övrig mark",5299
"Ockelbo","total landareal",106476
"Hofors","åkermark",2739
"Hofors","betesmark",141
"Hofors","skogsmark, produktiv",31355
"Hofors","skogsmark, improduktiv",4040
"Hofors","total skogsmark",35395
"Hofors","bebyggd mark och tillhörande mark",1765
"Hofors","täkter och gruvområden",56
"Hofors","golfbanor och skidpistar",61
"Hofors","vatten",3577
"Hofors","övrig mark",838
"Hofors","total landareal",40995
"Ovanåker","åkermark",5797
"Ovanåker","betesmark",514
"Ovanåker","skogsmark, produktiv",150051
"Ovanåker","skogsmark, improduktiv",19334
"Ovanåker","total skogsmark",169385
"Ovanåker","bebyggd mark och tillhörande mark",3946
"Ovanåker","täkter och gruvområden",133
"Ovanåker","golfbanor och skidpistar",32
"Ovanåker","vatten",14366
"Ovanåker","övrig mark",7525
"Ovanåker","total landareal",187332
"Nordanstig","åkermark",5108
"Nordanstig","betesmark",190
"Nordanstig","skogsmark, produktiv",108693
"Nordanstig","skogsmark, improduktiv",14005
"Nordanstig","total skogsmark",122698
"Nordanstig","bebyggd mark och tillhörande mark",3529
"Nordanstig","täkter och gruvområden",62
"Nordanstig","golfbanor och skidpistar",218
"Nordanstig","vatten",8485
"Nordanstig","övrig mark",5243
"Nordanstig","total landareal",137048
"Ljusdal","åkermark",8303
"Ljusdal","betesmark",1800
"Ljusdal","skogsmark, produktiv",420521
"Ljusdal","skogsmark, improduktiv",54184
"Ljusdal","total skogsmark",474705
"Ljusdal","bebyggd mark och tillhörande mark",9017
"Ljusdal","täkter och gruvområden",955
"Ljusdal","golfbanor och skidpistar",155
"Ljusdal","vatten",35342
"Ljusdal","övrig mark",30702
"Ljusdal","total landareal",525637
"Gävle","åkermark",4954
"Gävle","betesmark",660
"Gävle","skogsmark, produktiv",121942
"Gävle","skogsmark, improduktiv",15712
"Gävle","total skogsmark",137654
"Gävle","bebyggd mark och tillhörande mark",8220
"Gävle","täkter och gruvområden",1193
"Gävle","golfbanor och skidpistar",159
"Gävle","vatten",16915
"Gävle","övrig mark",8545
"Gävle","total landareal",161384
"Sandviken","åkermark",8567
"Sandviken","betesmark",567
"Sandviken","skogsmark, produktiv",85227
"Sandviken","skogsmark, improduktiv",10982
"Sandviken","total skogsmark",96209
"Sandviken","bebyggd mark och tillhörande mark",4999
"Sandviken","täkter och gruvområden",526
"Sandviken","golfbanor och skidpistar",204
"Sandviken","vatten",13086
"Sandviken","övrig mark",5505
"Sandviken","total landareal",116578
"Söderhamn","åkermark",4870
"Söderhamn","betesmark",462
"Söderhamn","skogsmark, produktiv",80611
"Söderhamn","skogsmark, improduktiv",10387
"Söderhamn","total skogsmark",90997
"Söderhamn","bebyggd mark och tillhörande mark",5469
"Söderhamn","täkter och gruvområden",85
"Söderhamn","golfbanor och skidpistar",48
"Söderhamn","vatten",11098
"Söderhamn","övrig mark",4154
"Söderhamn","total landareal",106085
"Bollnäs","åkermark",11561
"Bollnäs","betesmark",418
"Bollnäs","skogsmark, produktiv",139792
"Bollnäs","skogsmark, improduktiv",18012
"Bollnäs","total skogsmark",157804
"Bollnäs","bebyggd mark och tillhörande mark",5717
"Bollnäs","täkter och gruvområden",124
"Bollnäs","golfbanor och skidpistar",146
"Bollnäs","vatten",16260
"Bollnäs","övrig mark",5634
"Bollnäs","total landareal",181404
"Hudiksvall","åkermark",12001
"Hudiksvall","betesmark",502
"Hudiksvall","skogsmark, produktiv",196340
"Hudiksvall","skogsmark, improduktiv",25298
"Hudiksvall","total skogsmark",221638
"Hudiksvall","bebyggd mark och tillhörande mark",7524
"Hudiksvall","täkter och gruvområden",186
"Hudiksvall","golfbanor och skidpistar",77
"Hudiksvall","vatten",25565
"Hudiksvall","övrig mark",6977
"Hudiksvall","total landareal",248905
"Ånge","åkermark",3620
"Ånge","betesmark",241
"Ånge","skogsmark, produktiv",236176
"Ånge","skogsmark, improduktiv",32754
"Ånge","total skogsmark",268930
"Ånge","bebyggd mark och tillhörande mark",5238
"Ånge","täkter och gruvområden",157
"Ånge","golfbanor och skidpistar",69
"Ånge","vatten",24535
"Ånge","övrig mark",26771
"Ånge","total landareal",305026
"Timrå","åkermark",2400
"Timrå","betesmark",159
"Timrå","skogsmark, produktiv",58175
"Timrå","skogsmark, improduktiv",8068
"Timrå","total skogsmark",66243
"Timrå","bebyggd mark och tillhörande mark",3054
"Timrå","täkter och gruvområden",119
"Timrå","golfbanor och skidpistar",61
"Timrå","vatten",3945
"Timrå","övrig mark",6291
"Timrå","total landareal",78326
"Härnösand","åkermark",3417
"Härnösand","betesmark",105
"Härnösand","skogsmark, produktiv",79650
"Härnösand","skogsmark, improduktiv",11046
"Härnösand","total skogsmark",90696
"Härnösand","bebyggd mark och tillhörande mark",3974
"Härnösand","täkter och gruvområden",120
"Härnösand","golfbanor och skidpistar",58
"Härnösand","vatten",4264
"Härnösand","övrig mark",7463
"Härnösand","total landareal",105832
"Sundsvall","åkermark",9652
"Sundsvall","betesmark",503
"Sundsvall","skogsmark, produktiv",239933
"Sundsvall","skogsmark, improduktiv",33275
"Sundsvall","total skogsmark",273208
"Sundsvall","bebyggd mark och tillhörande mark",11385
"Sundsvall","täkter och gruvområden",230
"Sundsvall","golfbanor och skidpistar",180
"Sundsvall","vatten",26258
"Sundsvall","övrig mark",23812
"Sundsvall","total landareal",318971
"Kramfors","åkermark",7712
"Kramfors","betesmark",224
"Kramfors","skogsmark, produktiv",126845
"Kramfors","skogsmark, improduktiv",17591
"Kramfors","total skogsmark",144436
"Kramfors","bebyggd mark och tillhörande mark",6005
"Kramfors","täkter och gruvområden",105
"Kramfors","golfbanor och skidpistar",105
"Kramfors","vatten",9041
"Kramfors","övrig mark",10878
"Kramfors","total landareal",169465
"Sollefteå","åkermark",7315
"Sollefteå","betesmark",495
"Sollefteå","skogsmark, produktiv",409614
"Sollefteå","skogsmark, improduktiv",56807
"Sollefteå","total skogsmark",466421
"Sollefteå","bebyggd mark och tillhörande mark",9539
"Sollefteå","täkter och gruvområden",772
"Sollefteå","golfbanor och skidpistar",99
"Sollefteå","vatten",36534
"Sollefteå","övrig mark",55007
"Sollefteå","total landareal",539648
"Örnsköldsvik","åkermark",14278
"Örnsköldsvik","betesmark",340
"Örnsköldsvik","skogsmark, produktiv",484828
"Örnsköldsvik","skogsmark, improduktiv",67238
"Örnsköldsvik","total skogsmark",552066
"Örnsköldsvik","bebyggd mark och tillhörande mark",14065
"Örnsköldsvik","täkter och gruvområden",843
"Örnsköldsvik","golfbanor och skidpistar",184
"Örnsköldsvik","vatten",36309
"Örnsköldsvik","övrig mark",55830
"Örnsköldsvik","total landareal",637605
"Ragunda","åkermark",2859
"Ragunda","betesmark",218
"Ragunda","skogsmark, produktiv",156677
"Ragunda","skogsmark, improduktiv",67800
"Ragunda","total skogsmark",224476
"Ragunda","bebyggd mark och tillhörande mark",3986
"Ragunda","täkter och gruvområden",394
"Ragunda","golfbanor och skidpistar",31
"Ragunda","vatten",12214
"Ragunda","övrig mark",19132
"Ragunda","total landareal",251096
"Bräcke","åkermark",1871
"Bräcke","betesmark",236
"Bräcke","skogsmark, produktiv",217773
"Bräcke","skogsmark, improduktiv",94238
"Bräcke","total skogsmark",312012
"Bräcke","bebyggd mark och tillhörande mark",5332
"Bräcke","täkter och gruvområden",635
"Bräcke","golfbanor och skidpistar",15
"Bräcke","vatten",37532
"Bräcke","övrig mark",20709
"Bräcke","total landareal",340809
"Krokom","åkermark",8541
"Krokom","betesmark",2772
"Krokom","skogsmark, produktiv",293274
"Krokom","skogsmark, improduktiv",126910
"Krokom","total skogsmark",420184
"Krokom","bebyggd mark och tillhörande mark",6661
"Krokom","täkter och gruvområden",269
"Krokom","golfbanor och skidpistar",101
"Krokom","vatten",65816
"Krokom","övrig mark",176916
"Krokom","total landareal",615445
"Strömsund","åkermark",4240
"Strömsund","betesmark",1259
"Strömsund","skogsmark, produktiv",561986
"Strömsund","skogsmark, improduktiv",243191
"Strömsund","total skogsmark",805177
"Strömsund","bebyggd mark och tillhörande mark",9965
"Strömsund","täkter och gruvområden",374
"Strömsund","golfbanor och skidpistar",214
"Strömsund","vatten",131618
"Strömsund","övrig mark",225236
"Strömsund","total landareal",1046465
"Åre","åkermark",4719
"Åre","betesmark",792
"Åre","skogsmark, produktiv",253029
"Åre","skogsmark, improduktiv",109494
"Åre","total skogsmark",362523
"Åre","bebyggd mark och tillhörande mark",5425
"Åre","täkter och gruvområden",226
"Åre","golfbanor och skidpistar",2048
"Åre","vatten",104151
"Åre","övrig mark",343762
"Åre","total landareal",719495
"Berg","åkermark",5765
"Berg","betesmark",2621
"Berg","skogsmark, produktiv",244353
"Berg","skogsmark, improduktiv",105740
"Berg","total skogsmark",350093
"Berg","bebyggd mark och tillhörande mark",5604
"Berg","täkter och gruvområden",165
"Berg","golfbanor och skidpistar",283
"Berg","vatten",43528
"Berg","övrig mark",206487
"Berg","total landareal",571018
"Härjedalen","åkermark",1396
"Härjedalen","betesmark",3003
"Härjedalen","skogsmark, produktiv",571903
"Härjedalen","skogsmark, improduktiv",247483
"Härjedalen","total skogsmark",819386
"Härjedalen","bebyggd mark och tillhörande mark",10339
"Härjedalen","täkter och gruvområden",2335
"Härjedalen","golfbanor och skidpistar",1298
"Härjedalen","vatten",57580
"Härjedalen","övrig mark",290626
"Härjedalen","total landareal",1128383
"Östersund","åkermark",10293
"Östersund","betesmark",1235
"Östersund","skogsmark, produktiv",127134
"Östersund","skogsmark, improduktiv",55015
"Östersund","total skogsmark",182149
"Östersund","bebyggd mark och tillhörande mark",7012
"Östersund","täkter och gruvområden",407
"Östersund","golfbanor och skidpistar",167
"Östersund","vatten",29280
"Östersund","övrig mark",19567
"Östersund","total landareal",220829
"Nordmaling","åkermark",4209
"Nordmaling","betesmark",109
"Nordmaling","skogsmark, produktiv",73155
"Nordmaling","skogsmark, improduktiv",31518
"Nordmaling","total skogsmark",104672
"Nordmaling","bebyggd mark och tillhörande mark",3141
"Nordmaling","täkter och gruvområden",86
"Nordmaling","golfbanor och skidpistar",14
"Nordmaling","vatten",4021
"Nordmaling","övrig mark",10728
"Nordmaling","total landareal",122959
"Bjurholm","åkermark",2526
"Bjurholm","betesmark",32
"Bjurholm","skogsmark, produktiv",79595
"Bjurholm","skogsmark, improduktiv",34292
"Bjurholm","total skogsmark",113887
"Bjurholm","bebyggd mark och tillhörande mark",2029
"Bjurholm","täkter och gruvområden",46
"Bjurholm","golfbanor och skidpistar",94
"Bjurholm","vatten",5699
"Bjurholm","övrig mark",12063
"Bjurholm","total landareal",130677
"Vindeln","åkermark",3091
"Vindeln","betesmark",165
"Vindeln","skogsmark, produktiv",158110
"Vindeln","skogsmark, improduktiv",68119
"Vindeln","total skogsmark",226229
"Vindeln","bebyggd mark och tillhörande mark",4194
"Vindeln","täkter och gruvområden",98
"Vindeln","golfbanor och skidpistar",51
"Vindeln","vatten",21682
"Vindeln","övrig mark",29177
"Vindeln","total landareal",263005
"Robertsfors","åkermark",9351
"Robertsfors","betesmark",133
"Robertsfors","skogsmark, produktiv",72918
"Robertsfors","skogsmark, improduktiv",31416
"Robertsfors","total skogsmark",104334
"Robertsfors","bebyggd mark och tillhörande mark",2946
"Robertsfors","täkter och gruvområden",56
"Robertsfors","golfbanor och skidpistar",63
"Robertsfors","vatten",2106
"Robertsfors","övrig mark",12350
"Robertsfors","total landareal",129232
"Norsjö","åkermark",804
"Norsjö","betesmark",43
"Norsjö","skogsmark, produktiv",102503
"Norsjö","skogsmark, improduktiv",44162
"Norsjö","total skogsmark",146665
"Norsjö","bebyggd mark och tillhörande mark",3034
"Norsjö","täkter och gruvområden",329
"Norsjö","golfbanor och skidpistar",36
"Norsjö","vatten",18443
"Norsjö","övrig mark",23004
"Norsjö","total landareal",173915
"Malå","åkermark",234
"Malå","betesmark",5
"Malå","skogsmark, produktiv",85177
"Malå","skogsmark, improduktiv",36697
"Malå","total skogsmark",121874
"Malå","bebyggd mark och tillhörande mark",1936
"Malå","täkter och gruvområden",308
"Malå","golfbanor och skidpistar",35
"Malå","vatten",12927
"Malå","övrig mark",35428
"Malå","total landareal",159821
"Storuman","åkermark",716
"Storuman","betesmark",367
"Storuman","skogsmark, produktiv",321177
"Storuman","skogsmark, improduktiv",138374
"Storuman","total skogsmark",459551
"Storuman","bebyggd mark och tillhörande mark",5703
"Storuman","täkter och gruvområden",289
"Storuman","golfbanor och skidpistar",309
"Storuman","vatten",93449
"Storuman","övrig mark",263029
"Storuman","total landareal",729964
"Sorsele","åkermark",648
"Sorsele","betesmark",196
"Sorsele","skogsmark, produktiv",304026
"Sorsele","skogsmark, improduktiv",130985
"Sorsele","total skogsmark",435010
"Sorsele","bebyggd mark och tillhörande mark",3347
"Sorsele","täkter och gruvområden",243
"Sorsele","golfbanor och skidpistar",153
"Sorsele","vatten",59065
"Sorsele","övrig mark",297106
"Sorsele","total landareal",736704
"Dorotea","åkermark",202
"Dorotea","betesmark",45
"Dorotea","skogsmark, produktiv",136415
"Dorotea","skogsmark, improduktiv",58772
"Dorotea","total skogsmark",195187
"Dorotea","bebyggd mark och tillhörande mark",2359
"Dorotea","täkter och gruvområden",58
"Dorotea","golfbanor och skidpistar",151
"Dorotea","vatten",17538
"Dorotea","övrig mark",78451
"Dorotea","total landareal",276453
"Vännäs","åkermark",5340
"Vännäs","betesmark",267
"Vännäs","skogsmark, produktiv",29488
"Vännäs","skogsmark, improduktiv",12704
"Vännäs","total skogsmark",42192
"Vännäs","bebyggd mark och tillhörande mark",1667
"Vännäs","täkter och gruvområden",102
"Vännäs","golfbanor och skidpistar",16
"Vännäs","vatten",2421
"Vännäs","övrig mark",3365
"Vännäs","total landareal",52949
"Vilhelmina","åkermark",937
"Vilhelmina","betesmark",246
"Vilhelmina","skogsmark, produktiv",352718
"Vilhelmina","skogsmark, improduktiv",151963
"Vilhelmina","total skogsmark",504681
"Vilhelmina","bebyggd mark och tillhörande mark",5361
"Vilhelmina","täkter och gruvområden",559
"Vilhelmina","golfbanor och skidpistar",80
"Vilhelmina","vatten",69209
"Vilhelmina","övrig mark",292979
"Vilhelmina","total landareal",804843
"Åsele","åkermark",547
"Åsele","betesmark",28
"Åsele","skogsmark, produktiv",245265
"Åsele","skogsmark, improduktiv",105669
"Åsele","total skogsmark",350934
"Åsele","bebyggd mark och tillhörande mark",4420
"Åsele","täkter och gruvområden",331
"Åsele","golfbanor och skidpistar",57
"Åsele","vatten",32019
"Åsele","övrig mark",66035
"Åsele","total landareal",422352
"Umeå","åkermark",12656
"Umeå","betesmark",435
"Umeå","skogsmark, produktiv",125856
"Umeå","skogsmark, improduktiv",54223
"Umeå","total skogsmark",180079
"Umeå","bebyggd mark och tillhörande mark",10335
"Umeå","täkter och gruvområden",637
"Umeå","golfbanor och skidpistar",209
"Umeå","vatten",8049
"Umeå","övrig mark",27362
"Umeå","total landareal",231712
"Lycksele","åkermark",1415
"Lycksele","betesmark",54
"Lycksele","skogsmark, produktiv",323365
"Lycksele","skogsmark, improduktiv",139317
"Lycksele","total skogsmark",462682
"Lycksele","bebyggd mark och tillhörande mark",6653
"Lycksele","täkter och gruvområden",805
"Lycksele","golfbanor och skidpistar",42
"Lycksele","vatten",37075
"Lycksele","övrig mark",80167
"Lycksele","total landareal",551818
"Skellefteå","åkermark",26414
"Skellefteå","betesmark",282
"Skellefteå","skogsmark, produktiv",389998
"Skellefteå","skogsmark, improduktiv",168024
"Skellefteå","total skogsmark",558022
"Skellefteå","bebyggd mark och tillhörande mark",16251
"Skellefteå","täkter och gruvområden",2405
"Skellefteå","golfbanor och skidpistar",179
"Skellefteå","vatten",37373
"Skellefteå","övrig mark",76503
"Skellefteå","total landareal",680056
"Arvidsjaur","åkermark",484
"Arvidsjaur","betesmark",38
"Arvidsjaur","skogsmark, produktiv",279554
"Arvidsjaur","skogsmark, improduktiv",172861
"Arvidsjaur","total skogsmark",452415
"Arvidsjaur","bebyggd mark och tillhörande mark",6106
"Arvidsjaur","täkter och gruvområden",775
"Arvidsjaur","golfbanor och skidpistar",146
"Arvidsjaur","vatten",47071
"Arvidsjaur","övrig mark",105594
"Arvidsjaur","total landareal",565559
"Arjeplog","åkermark",91
"Arjeplog","betesmark",63
"Arjeplog","skogsmark, produktiv",401773
"Arjeplog","skogsmark, improduktiv",248435
"Arjeplog","total skogsmark",650208
"Arjeplog","bebyggd mark och tillhörande mark",3480
"Arjeplog","täkter och gruvområden",372
"Arjeplog","golfbanor och skidpistar",60
"Arjeplog","vatten",193657
"Arjeplog","övrig mark",601485
"Arjeplog","total landareal",1255759
"Jokkmokk","åkermark",156
"Jokkmokk","betesmark",46
"Jokkmokk","skogsmark, produktiv",555510
"Jokkmokk","skogsmark, improduktiv",343497
"Jokkmokk","total skogsmark",899008
"Jokkmokk","bebyggd mark och tillhörande mark",5725
"Jokkmokk","täkter och gruvområden",213
