"Municipality","SchoolOrganiser","Gender","Students","value"
"Huddinge","Enskild","Samtliga","Total",287
"Huddinge","Enskild","Samtliga","Eligible",276.955
"Huddinge","Enskild","Samtliga","Ineligible",10.045
"Hudiksvall","Samtliga","Samtliga","Total",478
"Hudiksvall","Samtliga","Samtliga","Eligible",405.822
"Hudiksvall","Samtliga","Samtliga","Ineligible",72.178
"Hudiksvall","Kommunal","Samtliga","Total",380
"Hudiksvall","Kommunal","Samtliga","Eligible",321.1
"Hudiksvall","Kommunal","Samtliga","Ineligible",58.9
"Hudiksvall","Enskild","Samtliga","Total",98
"Hudiksvall","Enskild","Samtliga","Eligible",84.966
"Hudiksvall","Enskild","Samtliga","Ineligible",13.034
"Hultsfred","Samtliga","Samtliga","Total",148
"Hultsfred","Samtliga","Samtliga","Eligible",105.968
"Hultsfred","Samtliga","Samtliga","Ineligible",42.032
"Hultsfred","Kommunal","Samtliga","Total",113
"Hultsfred","Kommunal","Samtliga","Eligible",76.049
"Hultsfred","Kommunal","Samtliga","Ineligible",36.951
"Hultsfred","Enskild","Samtliga","Total",35
"Hultsfred","Enskild","Samtliga","Eligible",35
"Hultsfred","Enskild","Samtliga","Ineligible",0
"Hylte","Samtliga","Samtliga","Total",129
"Hylte","Samtliga","Samtliga","Eligible",90.945
"Hylte","Samtliga","Samtliga","Ineligible",38.055
"Hylte","Kommunal","Samtliga","Total",125
"Hylte","Kommunal","Samtliga","Eligible",87
"Hylte","Kommunal","Samtliga","Ineligible",38
"Hylte","Enskild","Samtliga","Total",0
"Hylte","Enskild","Samtliga","Eligible",0
"Hylte","Enskild","Samtliga","Ineligible",0
"Håbo","Samtliga","Samtliga","Total",310
"Håbo","Samtliga","Samtliga","Eligible",258.85
"Håbo","Samtliga","Samtliga","Ineligible",51.15
"Håbo","Kommunal","Samtliga","Total",235
"Håbo","Kommunal","Samtliga","Eligible",185.885
"Håbo","Kommunal","Samtliga","Ineligible",49.115
"Håbo","Enskild","Samtliga","Total",75
"Håbo","Enskild","Samtliga","Eligible",75
"Håbo","Enskild","Samtliga","Ineligible",0
"Hällefors","Samtliga","Samtliga","Total",62
"Hällefors","Samtliga","Samtliga","Eligible",62
"Hällefors","Samtliga","Samtliga","Ineligible",0
"Hällefors","Kommunal","Samtliga","Total",62
"Hällefors","Kommunal","Samtliga","Eligible",62
"Hällefors","Kommunal","Samtliga","Ineligible",0
"Härjedalen","Samtliga","Samtliga","Total",111
"Härjedalen","Samtliga","Samtliga","Eligible",95.016
"Härjedalen","Samtliga","Samtliga","Ineligible",15.984
"Härjedalen","Kommunal","Samtliga","Total",111
"Härjedalen","Kommunal","Samtliga","Eligible",95.016
"Härjedalen","Kommunal","Samtliga","Ineligible",15.984
"Härnösand","Samtliga","Samtliga","Total",298
"Härnösand","Samtliga","Samtliga","Eligible",236.016
"Härnösand","Samtliga","Samtliga","Ineligible",61.984
"Härnösand","Kommunal","Samtliga","Total",263
"Härnösand","Kommunal","Samtliga","Eligible",204.877
"Härnösand","Kommunal","Samtliga","Ineligible",58.123
"Härnösand","Enskild","Samtliga","Total",35
"Härnösand","Enskild","Samtliga","Eligible",35
"Härnösand","Enskild","Samtliga","Ineligible",0
"Härryda","Samtliga","Samtliga","Total",495
"Härryda","Samtliga","Samtliga","Eligible",450.945
"Härryda","Samtliga","Samtliga","Ineligible",44.055
"Härryda","Kommunal","Samtliga","Total",422
"Härryda","Kommunal","Samtliga","Eligible",381.91
"Härryda","Kommunal","Samtliga","Ineligible",40.09
"Härryda","Enskild","Samtliga","Total",73
"Härryda","Enskild","Samtliga","Eligible",73
"Härryda","Enskild","Samtliga","Ineligible",0
"Hässleholm","Samtliga","Samtliga","Total",643
"Hässleholm","Samtliga","Samtliga","Eligible",506.041
"Hässleholm","Samtliga","Samtliga","Ineligible",136.959
"Hässleholm","Kommunal","Samtliga","Total",565
"Hässleholm","Kommunal","Samtliga","Eligible",436.745
"Hässleholm","Kommunal","Samtliga","Ineligible",128.255
"Hässleholm","Enskild","Samtliga","Total",78
"Hässleholm","Enskild","Samtliga","Eligible",78
"Hässleholm","Enskild","Samtliga","Ineligible",0
"Höganäs","Samtliga","Samtliga","Total",322
"Höganäs","Samtliga","Samtliga","Eligible",293.986
"Höganäs","Samtliga","Samtliga","Ineligible",28.014
"Höganäs","Kommunal","Samtliga","Total",297
"Höganäs","Kommunal","Samtliga","Eligible",272.052
"Höganäs","Kommunal","Samtliga","Ineligible",24.948
"Höganäs","Enskild","Samtliga","Total",25
"Höganäs","Enskild","Samtliga","Eligible",25
"Höganäs","Enskild","Samtliga","Ineligible",0
"Högsby","Samtliga","Samtliga","Total",66
"Högsby","Samtliga","Samtliga","Eligible",51.018
"Högsby","Samtliga","Samtliga","Ineligible",14.982
"Högsby","Kommunal","Samtliga","Total",66
"Högsby","Kommunal","Samtliga","Eligible",51.018
"Högsby","Kommunal","Samtliga","Ineligible",14.982
"Hörby","Samtliga","Samtliga","Total",178
"Hörby","Samtliga","Samtliga","Eligible",148.986
"Hörby","Samtliga","Samtliga","Ineligible",29.014
"Hörby","Kommunal","Samtliga","Total",157
"Hörby","Kommunal","Samtliga","Eligible",127.955
"Hörby","Kommunal","Samtliga","Ineligible",29.045
"Hörby","Enskild","Samtliga","Total",21
"Hörby","Enskild","Samtliga","Eligible",21
"Hörby","Enskild","Samtliga","Ineligible",0
"Höör","Samtliga","Samtliga","Total",203
"Höör","Samtliga","Samtliga","Eligible",147.987
"Höör","Samtliga","Samtliga","Ineligible",55.013
"Höör","Kommunal","Samtliga","Total",185
"Höör","Kommunal","Samtliga","Eligible",135.05
"Höör","Kommunal","Samtliga","Ineligible",49.95
"Höör","Enskild","Samtliga","Total",18
"Höör","Enskild","Samtliga","Eligible",18
"Höör","Enskild","Samtliga","Ineligible",0
"Jokkmokk","Samtliga","Samtliga","Total",46
"Jokkmokk","Samtliga","Samtliga","Eligible",46
"Jokkmokk","Samtliga","Samtliga","Ineligible",0
"Jokkmokk","Kommunal","Samtliga","Total",37
"Jokkmokk","Kommunal","Samtliga","Eligible",37
"Jokkmokk","Kommunal","Samtliga","Ineligible",0
"Jokkmokk","Enskild","Samtliga","Total",0
"Jokkmokk","Enskild","Samtliga","Eligible",0
"Jokkmokk","Enskild","Samtliga","Ineligible",0
"Järfälla","Samtliga","Samtliga","Total",863
"Järfälla","Samtliga","Samtliga","Eligible",738.728
"Järfälla","Samtliga","Samtliga","Ineligible",124.272
"Järfälla","Kommunal","Samtliga","Total",691
"Järfälla","Kommunal","Samtliga","Eligible",572.148
"Järfälla","Kommunal","Samtliga","Ineligible",118.852
"Järfälla","Enskild","Samtliga","Total",172
"Järfälla","Enskild","Samtliga","Eligible",172
"Järfälla","Enskild","Samtliga","Ineligible",0
"Jönköping","Samtliga","Samtliga","Total",1535
"Jönköping","Samtliga","Samtliga","Eligible",1353.87
"Jönköping","Samtliga","Samtliga","Ineligible",181.13
"Jönköping","Kommunal","Samtliga","Total",1239
"Jönköping","Kommunal","Samtliga","Eligible",1096.515
"Jönköping","Kommunal","Samtliga","Ineligible",142.485
"Jönköping","Enskild","Samtliga","Total",296
"Jönköping","Enskild","Samtliga","Eligible",258.112
"Jönköping","Enskild","Samtliga","Ineligible",37.888
"Kalix","Samtliga","Samtliga","Total",166
"Kalix","Samtliga","Samtliga","Eligible",140.934
"Kalix","Samtliga","Samtliga","Ineligible",25.066
"Kalix","Kommunal","Samtliga","Total",152
"Kalix","Kommunal","Samtliga","Eligible",131.024
"Kalix","Kommunal","Samtliga","Ineligible",20.976
"Kalix","Enskild","Samtliga","Total",14
"Kalix","Enskild","Samtliga","Eligible",14
"Kalix","Enskild","Samtliga","Ineligible",0
"Kalmar","Samtliga","Samtliga","Total",711
"Kalmar","Samtliga","Samtliga","Eligible",634.923
"Kalmar","Samtliga","Samtliga","Ineligible",76.077
"Kalmar","Kommunal","Samtliga","Total",585
"Kalmar","Kommunal","Samtliga","Eligible",515.97
"Kalmar","Kommunal","Samtliga","Ineligible",69.03
"Kalmar","Enskild","Samtliga","Total",126
"Kalmar","Enskild","Samtliga","Eligible",126
"Kalmar","Enskild","Samtliga","Ineligible",0
"Karlsborg","Samtliga","Samtliga","Total",66
"Karlsborg","Samtliga","Samtliga","Eligible",66
"Karlsborg","Samtliga","Samtliga","Ineligible",0
"Karlsborg","Kommunal","Samtliga","Total",66
"Karlsborg","Kommunal","Samtliga","Eligible",66
"Karlsborg","Kommunal","Samtliga","Ineligible",0
"Karlshamn","Samtliga","Samtliga","Total",406
"Karlshamn","Samtliga","Samtliga","Eligible",315.868
"Karlshamn","Samtliga","Samtliga","Ineligible",90.132
"Karlshamn","Kommunal","Samtliga","Total",340
"Karlshamn","Kommunal","Samtliga","Eligible",255
"Karlshamn","Kommunal","Samtliga","Ineligible",85
"Karlshamn","Enskild","Samtliga","Total",66
"Karlshamn","Enskild","Samtliga","Eligible",66
"Karlshamn","Enskild","Samtliga","Ineligible",0
"Karlskoga","Samtliga","Samtliga","Total",357
"Karlskoga","Samtliga","Samtliga","Eligible",248.115
"Karlskoga","Samtliga","Samtliga","Ineligible",108.885
"Karlskoga","Kommunal","Samtliga","Total",357
"Karlskoga","Kommunal","Samtliga","Eligible",248.115
"Karlskoga","Kommunal","Samtliga","Ineligible",108.885
"Karlskrona","Samtliga","Samtliga","Total",800
"Karlskrona","Samtliga","Samtliga","Eligible",675.2
"Karlskrona","Samtliga","Samtliga","Ineligible",124.8
"Karlskrona","Kommunal","Samtliga","Total",577
"Karlskrona","Kommunal","Samtliga","Eligible",476.025
"Karlskrona","Kommunal","Samtliga","Ineligible",100.975
"Karlskrona","Enskild","Samtliga","Total",223
"Karlskrona","Enskild","Samtliga","Eligible",198.916
"Karlskrona","Enskild","Samtliga","Ineligible",24.084
"Karlstad","Samtliga","Samtliga","Total",961
"Karlstad","Samtliga","Samtliga","Eligible",860.095
"Karlstad","Samtliga","Samtliga","Ineligible",100.905
"Karlstad","Kommunal","Samtliga","Total",760
"Karlstad","Kommunal","Samtliga","Eligible",665.76
"Karlstad","Kommunal","Samtliga","Ineligible",94.24
"Karlstad","Enskild","Samtliga","Total",201
"Karlstad","Enskild","Samtliga","Eligible",201
"Karlstad","Enskild","Samtliga","Ineligible",0
"Katrineholm","Samtliga","Samtliga","Total",440
"Katrineholm","Samtliga","Samtliga","Eligible",319
"Katrineholm","Samtliga","Samtliga","Ineligible",121
"Katrineholm","Kommunal","Samtliga","Total",355
"Katrineholm","Kommunal","Samtliga","Eligible",237.85
"Katrineholm","Kommunal","Samtliga","Ineligible",117.15
"Katrineholm","Enskild","Samtliga","Total",85
"Katrineholm","Enskild","Samtliga","Eligible",85
"Katrineholm","Enskild","Samtliga","Ineligible",0
"Kil","Samtliga","Samtliga","Total",124
"Kil","Samtliga","Samtliga","Eligible",89.032
"Kil","Samtliga","Samtliga","Ineligible",34.968
"Kil","Kommunal","Samtliga","Total",124
"Kil","Kommunal","Samtliga","Eligible",89.032
"Kil","Kommunal","Samtliga","Ineligible",34.968
"Kinda","Samtliga","Samtliga","Total",117
"Kinda","Samtliga","Samtliga","Eligible",98.046
"Kinda","Samtliga","Samtliga","Ineligible",18.954
"Kinda","Kommunal","Samtliga","Total",117
"Kinda","Kommunal","Samtliga","Eligible",98.046
"Kinda","Kommunal","Samtliga","Ineligible",18.954
"Kiruna","Samtliga","Samtliga","Total",226
"Kiruna","Samtliga","Samtliga","Eligible",181.026
"Kiruna","Samtliga","Samtliga","Ineligible",44.974
"Kiruna","Kommunal","Samtliga","Total",202
"Kiruna","Kommunal","Samtliga","Eligible",157.964
"Kiruna","Kommunal","Samtliga","Ineligible",44.036
"Kiruna","Enskild","Samtliga","Total",24
"Kiruna","Enskild","Samtliga","Eligible",24
"Kiruna","Enskild","Samtliga","Ineligible",0
"Klippan","Samtliga","Samtliga","Total",195
"Klippan","Samtliga","Samtliga","Eligible",146.055
"Klippan","Samtliga","Samtliga","Ineligible",48.945
"Klippan","Kommunal","Samtliga","Total",195
"Klippan","Kommunal","Samtliga","Eligible",146.055
"Klippan","Kommunal","Samtliga","Ineligible",48.945
"Knivsta","Samtliga","Samtliga","Total",232
"Knivsta","Samtliga","Samtliga","Eligible",200.912
"Knivsta","Samtliga","Samtliga","Ineligible",31.088
"Knivsta","Kommunal","Samtliga","Total",199
"Knivsta","Kommunal","Samtliga","Eligible",176.911
"Knivsta","Kommunal","Samtliga","Ineligible",22.089
"Knivsta","Enskild","Samtliga","Total",33
"Knivsta","Enskild","Samtliga","Eligible",33
"Knivsta","Enskild","Samtliga","Ineligible",0
"Kramfors","Samtliga","Samtliga","Total",226
"Kramfors","Samtliga","Samtliga","Eligible",162.946
"Kramfors","Samtliga","Samtliga","Ineligible",63.054
"Kramfors","Kommunal","Samtliga","Total",226
"Kramfors","Kommunal","Samtliga","Eligible",162.946
"Kramfors","Kommunal","Samtliga","Ineligible",63.054
"Kristianstad","Samtliga","Samtliga","Total",964
"Kristianstad","Samtliga","Samtliga","Eligible",776.02
"Kristianstad","Samtliga","Samtliga","Ineligible",187.98
"Kristianstad","Kommunal","Samtliga","Total",878
"Kristianstad","Kommunal","Samtliga","Eligible",698.01
"Kristianstad","Kommunal","Samtliga","Ineligible",179.99
"Kristianstad","Enskild","Samtliga","Total",86
"Kristianstad","Enskild","Samtliga","Eligible",86
"Kristianstad","Enskild","Samtliga","Ineligible",0
"Kristinehamn","Samtliga","Samtliga","Total",242
"Kristinehamn","Samtliga","Samtliga","Eligible",179.08
"Kristinehamn","Samtliga","Samtliga","Ineligible",62.92
"Kristinehamn","Kommunal","Samtliga","Total",242
"Kristinehamn","Kommunal","Samtliga","Eligible",179.08
"Kristinehamn","Kommunal","Samtliga","Ineligible",62.92
"Krokom","Samtliga","Samtliga","Total",174
"Krokom","Samtliga","Samtliga","Eligible",153.99
"Krokom","Samtliga","Samtliga","Ineligible",20.01
"Krokom","Kommunal","Samtliga","Total",174
"Krokom","Kommunal","Samtliga","Eligible",153.99
"Krokom","Kommunal","Samtliga","Ineligible",20.01
"Kumla","Samtliga","Samtliga","Total",238
"Kumla","Samtliga","Samtliga","Eligible",183.022
"Kumla","Samtliga","Samtliga","Ineligible",54.978
"Kumla","Kommunal","Samtliga","Total",238
"Kumla","Kommunal","Samtliga","Eligible",183.022
"Kumla","Kommunal","Samtliga","Ineligible",54.978
"Kungsbacka","Samtliga","Samtliga","Total",1160
"Kungsbacka","Samtliga","Samtliga","Eligible",1045.16
"Kungsbacka","Samtliga","Samtliga","Ineligible",114.84
"Kungsbacka","Kommunal","Samtliga","Total",1041
"Kungsbacka","Kommunal","Samtliga","Eligible",926.49
"Kungsbacka","Kommunal","Samtliga","Ineligible",114.51
"Kungsbacka","Enskild","Samtliga","Total",119
"Kungsbacka","Enskild","Samtliga","Eligible",119
"Kungsbacka","Enskild","Samtliga","Ineligible",0
"Kungsör","Samtliga","Samtliga","Total",89
"Kungsör","Samtliga","Samtliga","Eligible",67.017
"Kungsör","Samtliga","Samtliga","Ineligible",21.983
"Kungsör","Kommunal","Samtliga","Total",89
"Kungsör","Kommunal","Samtliga","Eligible",67.017
"Kungsör","Kommunal","Samtliga","Ineligible",21.983
"Kungälv","Samtliga","Samtliga","Total",518
"Kungälv","Samtliga","Samtliga","Eligible",443.926
"Kungälv","Samtliga","Samtliga","Ineligible",74.074
"Kungälv","Kommunal","Samtliga","Total",437
"Kungälv","Kommunal","Samtliga","Eligible",367.954
"Kungälv","Kommunal","Samtliga","Ineligible",69.046
"Kungälv","Enskild","Samtliga","Total",81
"Kungälv","Enskild","Samtliga","Eligible",81
"Kungälv","Enskild","Samtliga","Ineligible",0
"Kävlinge","Samtliga","Samtliga","Total",390
"Kävlinge","Samtliga","Samtliga","Eligible",356.85
"Kävlinge","Samtliga","Samtliga","Ineligible",33.15
"Kävlinge","Kommunal","Samtliga","Total",336
"Kävlinge","Kommunal","Samtliga","Eligible",303.072
"Kävlinge","Kommunal","Samtliga","Ineligible",32.928
"Kävlinge","Enskild","Samtliga","Total",54
"Kävlinge","Enskild","Samtliga","Eligible",54
"Kävlinge","Enskild","Samtliga","Ineligible",0
"Köping","Samtliga","Samtliga","Total",272
"Köping","Samtliga","Samtliga","Eligible",236.096
"Köping","Samtliga","Samtliga","Ineligible",35.904
"Köping","Kommunal","Samtliga","Total",272
"Köping","Kommunal","Samtliga","Eligible",236.096
"Köping","Kommunal","Samtliga","Ineligible",35.904
"Laholm","Samtliga","Samtliga","Total",284
"Laholm","Samtliga","Samtliga","Eligible",213
"Laholm","Samtliga","Samtliga","Ineligible",71
"Laholm","Kommunal","Samtliga","Total",284
"Laholm","Kommunal","Samtliga","Eligible",213
"Laholm","Kommunal","Samtliga","Ineligible",71
"Landskrona","Samtliga","Samtliga","Total",510
"Landskrona","Samtliga","Samtliga","Eligible",437.07
"Landskrona","Samtliga","Samtliga","Ineligible",72.93
"Landskrona","Kommunal","Samtliga","Total",360
"Landskrona","Kommunal","Samtliga","Eligible",298.08
"Landskrona","Kommunal","Samtliga","Ineligible",61.92
"Landskrona","Enskild","Samtliga","Total",150
"Landskrona","Enskild","Samtliga","Eligible",139.05
"Landskrona","Enskild","Samtliga","Ineligible",10.95
"Laxå","Samtliga","Samtliga","Total",54
"Laxå","Samtliga","Samtliga","Eligible",40.986
"Laxå","Samtliga","Samtliga","Ineligible",13.014
"Laxå","Kommunal","Samtliga","Total",54
"Laxå","Kommunal","Samtliga","Eligible",40.986
"Laxå","Kommunal","Samtliga","Ineligible",13.014
"Lekeberg","Samtliga","Samtliga","Total",91
"Lekeberg","Samtliga","Samtliga","Eligible",72.982
"Lekeberg","Samtliga","Samtliga","Ineligible",18.018
"Lekeberg","Kommunal","Samtliga","Total",91
"Lekeberg","Kommunal","Samtliga","Eligible",72.982
"Lekeberg","Kommunal","Samtliga","Ineligible",18.018
"Leksand","Samtliga","Samtliga","Total",197
"Leksand","Samtliga","Samtliga","Eligible",156.024
"Leksand","Samtliga","Samtliga","Ineligible",40.976
"Leksand","Kommunal","Samtliga","Total",182
"Leksand","Kommunal","Samtliga","Eligible",143.052
"Leksand","Kommunal","Samtliga","Ineligible",38.948
"Leksand","Enskild","Samtliga","Total",15
"Leksand","Enskild","Samtliga","Eligible",15
"Leksand","Enskild","Samtliga","Ineligible",0
"Lerum","Samtliga","Samtliga","Total",531
"Lerum","Samtliga","Samtliga","Eligible",476.838
"Lerum","Samtliga","Samtliga","Ineligible",54.162
"Lerum","Kommunal","Samtliga","Total",504
"Lerum","Kommunal","Samtliga","Eligible",450.072
"Lerum","Kommunal","Samtliga","Ineligible",53.928
"Lerum","Enskild","Samtliga","Total",27
"Lerum","Enskild","Samtliga","Eligible",27
"Lerum","Enskild","Samtliga","Ineligible",0
"Lessebo","Samtliga","Samtliga","Total",91
"Lessebo","Samtliga","Samtliga","Eligible",61.971
"Lessebo","Samtliga","Samtliga","Ineligible",29.029
"Lessebo","Kommunal","Samtliga","Total",91
"Lessebo","Kommunal","Samtliga","Eligible",61.971
"Lessebo","Kommunal","Samtliga","Ineligible",29.029
"Lidingö","Samtliga","Samtliga","Total",561
"Lidingö","Samtliga","Samtliga","Eligible",526.779
"Lidingö","Samtliga","Samtliga","Ineligible",34.221
"Lidingö","Kommunal","Samtliga","Total",413
"Lidingö","Kommunal","Samtliga","Eligible",384.916
"Lidingö","Kommunal","Samtliga","Ineligible",28.084
"Lidingö","Enskild","Samtliga","Total",148
"Lidingö","Enskild","Samtliga","Eligible",148
"Lidingö","Enskild","Samtliga","Ineligible",0
"Lidköping","Samtliga","Samtliga","Total",491
"Lidköping","Samtliga","Samtliga","Eligible",433.062
"Lidköping","Samtliga","Samtliga","Ineligible",57.938
"Lidköping","Kommunal","Samtliga","Total",454
"Lidköping","Kommunal","Samtliga","Eligible",399.066
"Lidköping","Kommunal","Samtliga","Ineligible",54.934
"Lidköping","Enskild","Samtliga","Total",37
"Lidköping","Enskild","Samtliga","Eligible",37
"Lidköping","Enskild","Samtliga","Ineligible",0
"Lilla Edet","Samtliga","Samtliga","Total",123
"Lilla Edet","Samtliga","Samtliga","Eligible",89.052
"Lilla Edet","Samtliga","Samtliga","Ineligible",33.948
"Lilla Edet","Kommunal","Samtliga","Total",113
"Lilla Edet","Kommunal","Samtliga","Eligible",78.987
"Lilla Edet","Kommunal","Samtliga","Ineligible",34.013
"Lilla Edet","Enskild","Samtliga","Total",10
"Lilla Edet","Enskild","Samtliga","Eligible",10
"Lilla Edet","Enskild","Samtliga","Ineligible",0
"Lindesberg","Samtliga","Samtliga","Total",266
"Lindesberg","Samtliga","Samtliga","Eligible",185.934
"Lindesberg","Samtliga","Samtliga","Ineligible",80.066
"Lindesberg","Kommunal","Samtliga","Total",266
"Lindesberg","Kommunal","Samtliga","Eligible",185.934
"Lindesberg","Kommunal","Samtliga","Ineligible",80.066
"Linköping","Samtliga","Samtliga","Total",1769
"Linköping","Samtliga","Samtliga","Eligible",1475.346
"Linköping","Samtliga","Samtliga","Ineligible",293.654
"Linköping","Kommunal","Samtliga","Total",1286
"Linköping","Kommunal","Samtliga","Eligible",1031.372
"Linköping","Kommunal","Samtliga","Ineligible",254.628
