"Kommun","Huvudman","Kön","Behörighet","Antal"
"Lidingö","Kommunal","Pojkar","Gymnasieobehöriga",199
"Lidingö","Enskild","Pojkar","Gymnasiebehöriga",0
"Lidingö","Enskild","Pojkar","Gymnasieobehöriga",67
"Lidköping","Samtliga","Pojkar","Gymnasiebehöriga",33
"Lidköping","Samtliga","Pojkar","Gymnasieobehöriga",219
"Lidköping","Kommunal","Pojkar","Gymnasiebehöriga",32
"Lidköping","Kommunal","Pojkar","Gymnasieobehöriga",202
"Lidköping","Enskild","Pojkar","Gymnasiebehöriga",0
"Lidköping","Enskild","Pojkar","Gymnasieobehöriga",18
"Lilla Edet","Samtliga","Pojkar","Gymnasiebehöriga",16
"Lilla Edet","Samtliga","Pojkar","Gymnasieobehöriga",45
"Lilla Edet","Kommunal","Pojkar","Gymnasiebehöriga",16
"Lilla Edet","Kommunal","Pojkar","Gymnasieobehöriga",39
"Lilla Edet","Enskild","Pojkar","Gymnasiebehöriga",NA
"Lilla Edet","Enskild","Pojkar","Gymnasieobehöriga",NA
"Lindesberg","Samtliga","Pojkar","Gymnasiebehöriga",37
"Lindesberg","Samtliga","Pojkar","Gymnasieobehöriga",90
"Lindesberg","Kommunal","Pojkar","Gymnasiebehöriga",37
"Lindesberg","Kommunal","Pojkar","Gymnasieobehöriga",90
"Linköping","Samtliga","Pojkar","Gymnasiebehöriga",159
"Linköping","Samtliga","Pojkar","Gymnasieobehöriga",738
"Linköping","Kommunal","Pojkar","Gymnasiebehöriga",141
"Linköping","Kommunal","Pojkar","Gymnasieobehöriga",539
"Linköping","Enskild","Pojkar","Gymnasiebehöriga",18
"Linköping","Enskild","Pojkar","Gymnasieobehöriga",199
"Ljungby","Samtliga","Pojkar","Gymnasiebehöriga",30
"Ljungby","Samtliga","Pojkar","Gymnasieobehöriga",132
"Ljungby","Kommunal","Pojkar","Gymnasiebehöriga",30
"Ljungby","Kommunal","Pojkar","Gymnasieobehöriga",118
"Ljungby","Enskild","Pojkar","Gymnasiebehöriga",NA
"Ljungby","Enskild","Pojkar","Gymnasieobehöriga",NA
"Ljusdal","Samtliga","Pojkar","Gymnasiebehöriga",23
"Ljusdal","Samtliga","Pojkar","Gymnasieobehöriga",89
"Ljusdal","Kommunal","Pojkar","Gymnasiebehöriga",22
"Ljusdal","Kommunal","Pojkar","Gymnasieobehöriga",72
"Ljusdal","Enskild","Pojkar","Gymnasiebehöriga",0
"Ljusdal","Enskild","Pojkar","Gymnasieobehöriga",18
"Ljusnarsberg","Samtliga","Pojkar","Gymnasiebehöriga",0
"Ljusnarsberg","Samtliga","Pojkar","Gymnasieobehöriga",27
"Ljusnarsberg","Kommunal","Pojkar","Gymnasiebehöriga",0
"Ljusnarsberg","Kommunal","Pojkar","Gymnasieobehöriga",27
"Lomma","Samtliga","Pojkar","Gymnasiebehöriga",14
"Lomma","Samtliga","Pojkar","Gymnasieobehöriga",187
"Lomma","Kommunal","Pojkar","Gymnasiebehöriga",14
"Lomma","Kommunal","Pojkar","Gymnasieobehöriga",178
"Lomma","Enskild","Pojkar","Gymnasiebehöriga",NA
"Lomma","Enskild","Pojkar","Gymnasieobehöriga",NA
"Ludvika","Samtliga","Pojkar","Gymnasiebehöriga",22
"Ludvika","Samtliga","Pojkar","Gymnasieobehöriga",121
"Ludvika","Kommunal","Pojkar","Gymnasiebehöriga",22
"Ludvika","Kommunal","Pojkar","Gymnasieobehöriga",121
"Luleå","Samtliga","Pojkar","Gymnasiebehöriga",51
"Luleå","Samtliga","Pojkar","Gymnasieobehöriga",338
"Luleå","Kommunal","Pojkar","Gymnasiebehöriga",49
"Luleå","Kommunal","Pojkar","Gymnasieobehöriga",300
"Luleå","Enskild","Pojkar","Gymnasiebehöriga",0
"Luleå","Enskild","Pojkar","Gymnasieobehöriga",40
"Lund","Samtliga","Pojkar","Gymnasiebehöriga",110
"Lund","Samtliga","Pojkar","Gymnasieobehöriga",719
"Lund","Kommunal","Pojkar","Gymnasiebehöriga",102
"Lund","Kommunal","Pojkar","Gymnasieobehöriga",548
"Lund","Enskild","Pojkar","Gymnasiebehöriga",0
"Lund","Enskild","Pojkar","Gymnasieobehöriga",179
"Lycksele","Samtliga","Pojkar","Gymnasiebehöriga",10
"Lycksele","Samtliga","Pojkar","Gymnasieobehöriga",45
"Lycksele","Kommunal","Pojkar","Gymnasiebehöriga",10
"Lycksele","Kommunal","Pojkar","Gymnasieobehöriga",45
"Lysekil","Samtliga","Pojkar","Gymnasiebehöriga",12
"Lysekil","Samtliga","Pojkar","Gymnasieobehöriga",50
"Lysekil","Kommunal","Pojkar","Gymnasiebehöriga",12
"Lysekil","Kommunal","Pojkar","Gymnasieobehöriga",50
"Malmö","Samtliga","Pojkar","Gymnasiebehöriga",365
"Malmö","Samtliga","Pojkar","Gymnasieobehöriga",1183
"Malmö","Kommunal","Pojkar","Gymnasiebehöriga",337
"Malmö","Kommunal","Pojkar","Gymnasieobehöriga",929
"Malmö","Enskild","Pojkar","Gymnasiebehöriga",25
"Malmö","Enskild","Pojkar","Gymnasieobehöriga",257
"Malung-Sälen","Samtliga","Pojkar","Gymnasiebehöriga",0
"Malung-Sälen","Samtliga","Pojkar","Gymnasieobehöriga",53
"Malung-Sälen","Kommunal","Pojkar","Gymnasiebehöriga",0
"Malung-Sälen","Kommunal","Pojkar","Gymnasieobehöriga",53
"Malå","Samtliga","Pojkar","Gymnasiebehöriga",0
"Malå","Samtliga","Pojkar","Gymnasieobehöriga",22
"Malå","Kommunal","Pojkar","Gymnasiebehöriga",0
"Malå","Kommunal","Pojkar","Gymnasieobehöriga",22
"Mariestad","Samtliga","Pojkar","Gymnasiebehöriga",21
"Mariestad","Samtliga","Pojkar","Gymnasieobehöriga",127
"Mariestad","Kommunal","Pojkar","Gymnasiebehöriga",19
"Mariestad","Kommunal","Pojkar","Gymnasieobehöriga",92
"Mariestad","Enskild","Pojkar","Gymnasiebehöriga",0
"Mariestad","Enskild","Pojkar","Gymnasieobehöriga",37
"Mark","Samtliga","Pojkar","Gymnasiebehöriga",49
"Mark","Samtliga","Pojkar","Gymnasieobehöriga",188
"Mark","Kommunal","Pojkar","Gymnasiebehöriga",44
"Mark","Kommunal","Pojkar","Gymnasieobehöriga",166
"Mark","Enskild","Pojkar","Gymnasiebehöriga",0
"Mark","Enskild","Pojkar","Gymnasieobehöriga",27
"Markaryd","Samtliga","Pojkar","Gymnasiebehöriga",24
"Markaryd","Samtliga","Pojkar","Gymnasieobehöriga",35
"Markaryd","Kommunal","Pojkar","Gymnasiebehöriga",24
"Markaryd","Kommunal","Pojkar","Gymnasieobehöriga",35
"Mellerud","Samtliga","Pojkar","Gymnasiebehöriga",0
"Mellerud","Samtliga","Pojkar","Gymnasieobehöriga",64
"Mellerud","Kommunal","Pojkar","Gymnasiebehöriga",0
"Mellerud","Kommunal","Pojkar","Gymnasieobehöriga",64
"Mjölby","Samtliga","Pojkar","Gymnasiebehöriga",40
"Mjölby","Samtliga","Pojkar","Gymnasieobehöriga",115
"Mjölby","Kommunal","Pojkar","Gymnasiebehöriga",40
"Mjölby","Kommunal","Pojkar","Gymnasieobehöriga",115
"Mora","Samtliga","Pojkar","Gymnasiebehöriga",24
"Mora","Samtliga","Pojkar","Gymnasieobehöriga",95
"Mora","Kommunal","Pojkar","Gymnasiebehöriga",24
"Mora","Kommunal","Pojkar","Gymnasieobehöriga",95
"Motala","Samtliga","Pojkar","Gymnasiebehöriga",39
"Motala","Samtliga","Pojkar","Gymnasieobehöriga",232
"Motala","Kommunal","Pojkar","Gymnasiebehöriga",38
"Motala","Kommunal","Pojkar","Gymnasieobehöriga",197
"Motala","Enskild","Pojkar","Gymnasiebehöriga",0
"Motala","Enskild","Pojkar","Gymnasieobehöriga",36
"Mullsjö","Samtliga","Pojkar","Gymnasiebehöriga",0
"Mullsjö","Samtliga","Pojkar","Gymnasieobehöriga",45
"Mullsjö","Kommunal","Pojkar","Gymnasiebehöriga",0
"Mullsjö","Kommunal","Pojkar","Gymnasieobehöriga",45
"Munkedal","Samtliga","Pojkar","Gymnasiebehöriga",22
"Munkedal","Samtliga","Pojkar","Gymnasieobehöriga",33
"Munkedal","Kommunal","Pojkar","Gymnasiebehöriga",22
"Munkedal","Kommunal","Pojkar","Gymnasieobehöriga",33
"Munkfors","Samtliga","Pojkar","Gymnasiebehöriga",0
"Munkfors","Samtliga","Pojkar","Gymnasieobehöriga",19
"Munkfors","Kommunal","Pojkar","Gymnasiebehöriga",0
"Munkfors","Kommunal","Pojkar","Gymnasieobehöriga",19
"Mölndal","Samtliga","Pojkar","Gymnasiebehöriga",59
"Mölndal","Samtliga","Pojkar","Gymnasieobehöriga",320
"Mölndal","Kommunal","Pojkar","Gymnasiebehöriga",58
"Mölndal","Kommunal","Pojkar","Gymnasieobehöriga",286
"Mölndal","Enskild","Pojkar","Gymnasiebehöriga",0
"Mölndal","Enskild","Pojkar","Gymnasieobehöriga",35
"Mönsterås","Samtliga","Pojkar","Gymnasiebehöriga",23
"Mönsterås","Samtliga","Pojkar","Gymnasieobehöriga",44
"Mönsterås","Kommunal","Pojkar","Gymnasiebehöriga",23
"Mönsterås","Kommunal","Pojkar","Gymnasieobehöriga",44
"Mörbylånga","Samtliga","Pojkar","Gymnasiebehöriga",11
"Mörbylånga","Samtliga","Pojkar","Gymnasieobehöriga",71
"Mörbylånga","Kommunal","Pojkar","Gymnasiebehöriga",11
"Mörbylånga","Kommunal","Pojkar","Gymnasieobehöriga",41
"Mörbylånga","Enskild","Pojkar","Gymnasiebehöriga",NA
"Mörbylånga","Enskild","Pojkar","Gymnasieobehöriga",NA
"Nacka","Samtliga","Pojkar","Gymnasiebehöriga",45
"Nacka","Samtliga","Pojkar","Gymnasieobehöriga",669
"Nacka","Kommunal","Pojkar","Gymnasiebehöriga",31
"Nacka","Kommunal","Pojkar","Gymnasieobehöriga",469
"Nacka","Enskild","Pojkar","Gymnasiebehöriga",14
"Nacka","Enskild","Pojkar","Gymnasieobehöriga",200
"Nora","Samtliga","Pojkar","Gymnasiebehöriga",21
"Nora","Samtliga","Pojkar","Gymnasieobehöriga",47
"Nora","Kommunal","Pojkar","Gymnasiebehöriga",21
"Nora","Kommunal","Pojkar","Gymnasieobehöriga",47
"Norberg","Samtliga","Pojkar","Gymnasiebehöriga",11
"Norberg","Samtliga","Pojkar","Gymnasieobehöriga",23
"Norberg","Kommunal","Pojkar","Gymnasiebehöriga",11
"Norberg","Kommunal","Pojkar","Gymnasieobehöriga",23
"Nordanstig","Samtliga","Pojkar","Gymnasiebehöriga",0
"Nordanstig","Samtliga","Pojkar","Gymnasieobehöriga",32
"Nordanstig","Kommunal","Pojkar","Gymnasiebehöriga",0
"Nordanstig","Kommunal","Pojkar","Gymnasieobehöriga",31
"Nordanstig","Enskild","Pojkar","Gymnasiebehöriga",NA
"Nordanstig","Enskild","Pojkar","Gymnasieobehöriga",NA
"Nordmaling","Samtliga","Pojkar","Gymnasiebehöriga",0
"Nordmaling","Samtliga","Pojkar","Gymnasieobehöriga",36
"Nordmaling","Kommunal","Pojkar","Gymnasiebehöriga",0
"Nordmaling","Kommunal","Pojkar","Gymnasieobehöriga",36
"Norrköping","Samtliga","Pojkar","Gymnasiebehöriga",163
"Norrköping","Samtliga","Pojkar","Gymnasieobehöriga",637
"Norrköping","Kommunal","Pojkar","Gymnasiebehöriga",142
"Norrköping","Kommunal","Pojkar","Gymnasieobehöriga",446
"Norrköping","Enskild","Pojkar","Gymnasiebehöriga",21
"Norrköping","Enskild","Pojkar","Gymnasieobehöriga",191
"Norrtälje","Samtliga","Pojkar","Gymnasiebehöriga",47
"Norrtälje","Samtliga","Pojkar","Gymnasieobehöriga",257
"Norrtälje","Kommunal","Pojkar","Gymnasiebehöriga",44
"Norrtälje","Kommunal","Pojkar","Gymnasieobehöriga",204
"Norrtälje","Enskild","Pojkar","Gymnasiebehöriga",0
"Norrtälje","Enskild","Pojkar","Gymnasieobehöriga",56
"Norsjö","Samtliga","Pojkar","Gymnasiebehöriga",0
"Norsjö","Samtliga","Pojkar","Gymnasieobehöriga",18
"Norsjö","Kommunal","Pojkar","Gymnasiebehöriga",0
"Norsjö","Kommunal","Pojkar","Gymnasieobehöriga",18
"Nybro","Samtliga","Pojkar","Gymnasiebehöriga",24
"Nybro","Samtliga","Pojkar","Gymnasieobehöriga",80
"Nybro","Kommunal","Pojkar","Gymnasiebehöriga",24
"Nybro","Kommunal","Pojkar","Gymnasieobehöriga",80
"Nykvarn","Samtliga","Pojkar","Gymnasiebehöriga",0
"Nykvarn","Samtliga","Pojkar","Gymnasieobehöriga",100
"Nykvarn","Kommunal","Pojkar","Gymnasiebehöriga",0
"Nykvarn","Kommunal","Pojkar","Gymnasieobehöriga",100
"Nyköping","Samtliga","Pojkar","Gymnasiebehöriga",59
"Nyköping","Samtliga","Pojkar","Gymnasieobehöriga",272
"Nyköping","Kommunal","Pojkar","Gymnasiebehöriga",47
"Nyköping","Kommunal","Pojkar","Gymnasieobehöriga",176
"Nyköping","Enskild","Pojkar","Gymnasiebehöriga",12
"Nyköping","Enskild","Pojkar","Gymnasieobehöriga",96
"Nynäshamn","Samtliga","Pojkar","Gymnasiebehöriga",15
"Nynäshamn","Samtliga","Pojkar","Gymnasieobehöriga",106
"Nynäshamn","Kommunal","Pojkar","Gymnasiebehöriga",15
"Nynäshamn","Kommunal","Pojkar","Gymnasieobehöriga",106
"Nässjö","Samtliga","Pojkar","Gymnasiebehöriga",41
"Nässjö","Samtliga","Pojkar","Gymnasieobehöriga",156
"Nässjö","Kommunal","Pojkar","Gymnasiebehöriga",41
"Nässjö","Kommunal","Pojkar","Gymnasieobehöriga",156
"Ockelbo","Samtliga","Pojkar","Gymnasiebehöriga",11
"Ockelbo","Samtliga","Pojkar","Gymnasieobehöriga",24
"Ockelbo","Kommunal","Pojkar","Gymnasiebehöriga",11
"Ockelbo","Kommunal","Pojkar","Gymnasieobehöriga",24
"Olofström","Samtliga","Pojkar","Gymnasiebehöriga",13
"Olofström","Samtliga","Pojkar","Gymnasieobehöriga",60
"Olofström","Kommunal","Pojkar","Gymnasiebehöriga",13
"Olofström","Kommunal","Pojkar","Gymnasieobehöriga",60
"Orsa","Samtliga","Pojkar","Gymnasiebehöriga",0
"Orsa","Samtliga","Pojkar","Gymnasieobehöriga",33
"Orsa","Kommunal","Pojkar","Gymnasiebehöriga",0
"Orsa","Kommunal","Pojkar","Gymnasieobehöriga",33
"Orust","Samtliga","Pojkar","Gymnasiebehöriga",15
"Orust","Samtliga","Pojkar","Gymnasieobehöriga",50
"Orust","Kommunal","Pojkar","Gymnasiebehöriga",15
"Orust","Kommunal","Pojkar","Gymnasieobehöriga",47
"Orust","Enskild","Pojkar","Gymnasiebehöriga",NA
"Orust","Enskild","Pojkar","Gymnasieobehöriga",NA
"Osby","Samtliga","Pojkar","Gymnasiebehöriga",21
"Osby","Samtliga","Pojkar","Gymnasieobehöriga",57
"Osby","Kommunal","Pojkar","Gymnasiebehöriga",21
"Osby","Kommunal","Pojkar","Gymnasieobehöriga",57
"Oskarshamn","Samtliga","Pojkar","Gymnasiebehöriga",23
"Oskarshamn","Samtliga","Pojkar","Gymnasieobehöriga",134
"Oskarshamn","Kommunal","Pojkar","Gymnasiebehöriga",23
"Oskarshamn","Kommunal","Pojkar","Gymnasieobehöriga",134
"Ovanåker","Samtliga","Pojkar","Gymnasiebehöriga",10
"Ovanåker","Samtliga","Pojkar","Gymnasieobehöriga",38
"Ovanåker","Kommunal","Pojkar","Gymnasiebehöriga",10
"Ovanåker","Kommunal","Pojkar","Gymnasieobehöriga",38
"Oxelösund","Samtliga","Pojkar","Gymnasiebehöriga",0
"Oxelösund","Samtliga","Pojkar","Gymnasieobehöriga",48
"Oxelösund","Kommunal","Pojkar","Gymnasiebehöriga",0
"Oxelösund","Kommunal","Pojkar","Gymnasieobehöriga",48
"Pajala","Samtliga","Pojkar","Gymnasiebehöriga",0
"Pajala","Samtliga","Pojkar","Gymnasieobehöriga",27
"Pajala","Kommunal","Pojkar","Gymnasiebehöriga",0
"Pajala","Kommunal","Pojkar","Gymnasieobehöriga",23
"Pajala","Enskild","Pojkar","Gymnasiebehöriga",NA
"Pajala","Enskild","Pojkar","Gymnasieobehöriga",NA
"Partille","Samtliga","Pojkar","Gymnasiebehöriga",43
"Partille","Samtliga","Pojkar","Gymnasieobehöriga",218
"Partille","Kommunal","Pojkar","Gymnasiebehöriga",43
"Partille","Kommunal","Pojkar","Gymnasieobehöriga",210
"Partille","Enskild","Pojkar","Gymnasiebehöriga",NA
"Partille","Enskild","Pojkar","Gymnasieobehöriga",NA
"Perstorp","Samtliga","Pojkar","Gymnasiebehöriga",13
"Perstorp","Samtliga","Pojkar","Gymnasieobehöriga",33
"Perstorp","Kommunal","Pojkar","Gymnasiebehöriga",13
"Perstorp","Kommunal","Pojkar","Gymnasieobehöriga",33
"Piteå","Samtliga","Pojkar","Gymnasiebehöriga",20
"Piteå","Samtliga","Pojkar","Gymnasieobehöriga",222
"Piteå","Kommunal","Pojkar","Gymnasiebehöriga",20
"Piteå","Kommunal","Pojkar","Gymnasieobehöriga",222
"Ragunda","Samtliga","Pojkar","Gymnasiebehöriga",12
"Ragunda","Samtliga","Pojkar","Gymnasieobehöriga",18
"Ragunda","Kommunal","Pojkar","Gymnasiebehöriga",12
"Ragunda","Kommunal","Pojkar","Gymnasieobehöriga",18
"Robertsfors","Samtliga","Pojkar","Gymnasiebehöriga",0
"Robertsfors","Samtliga","Pojkar","Gymnasieobehöriga",32
"Robertsfors","Kommunal","Pojkar","Gymnasiebehöriga",0
"Robertsfors","Kommunal","Pojkar","Gymnasieobehöriga",32
"Ronneby","Samtliga","Pojkar","Gymnasiebehöriga",37
"Ronneby","Samtliga","Pojkar","Gymnasieobehöriga",119
"Ronneby","Kommunal","Pojkar","Gymnasiebehöriga",36
"Ronneby","Kommunal","Pojkar","Gymnasieobehöriga",105
"Ronneby","Enskild","Pojkar","Gymnasiebehöriga",0
"Ronneby","Enskild","Pojkar","Gymnasieobehöriga",0
"Rättvik","Samtliga","Pojkar","Gymnasiebehöriga",0
"Rättvik","Samtliga","Pojkar","Gymnasieobehöriga",63
"Rättvik","Kommunal","Pojkar","Gymnasiebehöriga",0
"Rättvik","Kommunal","Pojkar","Gymnasieobehöriga",63
"Sala","Samtliga","Pojkar","Gymnasiebehöriga",22
"Sala","Samtliga","Pojkar","Gymnasieobehöriga",106
"Sala","Kommunal","Pojkar","Gymnasiebehöriga",22
"Sala","Kommunal","Pojkar","Gymnasieobehöriga",106
"Salem","Samtliga","Pojkar","Gymnasiebehöriga",13
"Salem","Samtliga","Pojkar","Gymnasieobehöriga",93
"Salem","Kommunal","Pojkar","Gymnasiebehöriga",12
"Salem","Kommunal","Pojkar","Gymnasieobehöriga",80
"Salem","Enskild","Pojkar","Gymnasiebehöriga",0
"Salem","Enskild","Pojkar","Gymnasieobehöriga",14
"Sandviken","Samtliga","Pojkar","Gymnasiebehöriga",74
"Sandviken","Samtliga","Pojkar","Gymnasieobehöriga",178
"Sandviken","Kommunal","Pojkar","Gymnasiebehöriga",74
"Sandviken","Kommunal","Pojkar","Gymnasieobehöriga",166
"Sandviken","Enskild","Pojkar","Gymnasiebehöriga",NA
"Sandviken","Enskild","Pojkar","Gymnasieobehöriga",NA
"Sigtuna","Samtliga","Pojkar","Gymnasiebehöriga",42
"Sigtuna","Samtliga","Pojkar","Gymnasieobehöriga",273
"Sigtuna","Kommunal","Pojkar","Gymnasiebehöriga",40
"Sigtuna","Kommunal","Pojkar","Gymnasieobehöriga",195
"Sigtuna","Enskild","Pojkar","Gymnasiebehöriga",NA
"Sigtuna","Enskild","Pojkar","Gymnasieobehöriga",NA
"Simrishamn","Samtliga","Pojkar","Gymnasiebehöriga",21
"Simrishamn","Samtliga","Pojkar","Gymnasieobehöriga",75
"Simrishamn","Kommunal","Pojkar","Gymnasiebehöriga",19
"Simrishamn","Kommunal","Pojkar","Gymnasieobehöriga",56
"Simrishamn","Enskild","Pojkar","Gymnasiebehöriga",0
"Simrishamn","Enskild","Pojkar","Gymnasieobehöriga",21
"Sjöbo","Samtliga","Pojkar","Gymnasiebehöriga",12
"Sjöbo","Samtliga","Pojkar","Gymnasieobehöriga",32
"Sjöbo","Kommunal","Pojkar","Gymnasiebehöriga",11
"Sjöbo","Kommunal","Pojkar","Gymnasieobehöriga",30
"Sjöbo","Enskild","Pojkar","Gymnasiebehöriga",0
"Sjöbo","Enskild","Pojkar","Gymnasieobehöriga",0
"Skara","Samtliga","Pojkar","Gymnasiebehöriga",24
"Skara","Samtliga","Pojkar","Gymnasieobehöriga",93
"Skara","Kommunal","Pojkar","Gymnasiebehöriga",24
"Skara","Kommunal","Pojkar","Gymnasieobehöriga",81
"Skara","Enskild","Pojkar","Gymnasiebehöriga",NA
"Skara","Enskild","Pojkar","Gymnasieobehöriga",NA
"Skellefteå","Samtliga","Pojkar","Gymnasiebehöriga",83
"Skellefteå","Samtliga","Pojkar","Gymnasieobehöriga",337
"Skellefteå","Kommunal","Pojkar","Gymnasiebehöriga",83
"Skellefteå","Kommunal","Pojkar","Gymnasieobehöriga",325
"Skellefteå","Enskild","Pojkar","Gymnasiebehöriga",NA
"Skellefteå","Enskild","Pojkar","Gymnasieobehöriga",NA
"Skinnskatteberg","Samtliga","Pojkar","Gymnasiebehöriga",0
"Skinnskatteberg","Samtliga","Pojkar","Gymnasieobehöriga",28
"Skinnskatteberg","Kommunal","Pojkar","Gymnasiebehöriga",0
"Skinnskatteberg","Kommunal","Pojkar","Gymnasieobehöriga",28
"Skurup","Samtliga","Pojkar","Gymnasiebehöriga",12
"Skurup","Samtliga","Pojkar","Gymnasieobehöriga",58
"Skurup","Kommunal","Pojkar","Gymnasiebehöriga",12
"Skurup","Kommunal","Pojkar","Gymnasieobehöriga",58
"Skövde","Samtliga","Pojkar","Gymnasiebehöriga",50
"Skövde","Samtliga","Pojkar","Gymnasieobehöriga",275
"Skövde","Kommunal","Pojkar","Gymnasiebehöriga",50
"Skövde","Kommunal","Pojkar","Gymnasieobehöriga",275
"Skövde","Enskild","Pojkar","Gymnasiebehöriga",NA
"Skövde","Enskild","Pojkar","Gymnasieobehöriga",NA
"Smedjebacken","Samtliga","Pojkar","Gymnasiebehöriga",0
"Smedjebacken","Samtliga","Pojkar","Gymnasieobehöriga",51
"Smedjebacken","Kommunal","Pojkar","Gymnasiebehöriga",0
"Smedjebacken","Kommunal","Pojkar","Gymnasieobehöriga",51
"Sollefteå","Samtliga","Pojkar","Gymnasiebehöriga",28
"Sollefteå","Samtliga","Pojkar","Gymnasieobehöriga",82
"Sollefteå","Kommunal","Pojkar","Gymnasiebehöriga",28
"Sollefteå","Kommunal","Pojkar","Gymnasieobehöriga",82
"Sollentuna","Samtliga","Pojkar","Gymnasiebehöriga",46
"Sollentuna","Samtliga","Pojkar","Gymnasieobehöriga",519
"Sollentuna","Kommunal","Pojkar","Gymnasiebehöriga",32
"Sollentuna","Kommunal","Pojkar","Gymnasieobehöriga",359
"Sollentuna","Enskild","Pojkar","Gymnasiebehöriga",14
"Sollentuna","Enskild","Pojkar","Gymnasieobehöriga",160
"Solna","Samtliga","Pojkar","Gymnasiebehöriga",42
"Solna","Samtliga","Pojkar","Gymnasieobehöriga",211
"Solna","Kommunal","Pojkar","Gymnasiebehöriga",27
"Solna","Kommunal","Pojkar","Gymnasieobehöriga",137
"Solna","Enskild","Pojkar","Gymnasiebehöriga",15
"Solna","Enskild","Pojkar","Gymnasieobehöriga",74
"Sorsele","Samtliga","Pojkar","Gymnasiebehöriga",0
"Sorsele","Samtliga","Pojkar","Gymnasieobehöriga",18
"Sorsele","Kommunal","Pojkar","Gymnasiebehöriga",0
"Sorsele","Kommunal","Pojkar","Gymnasieobehöriga",18
"Sotenäs","Samtliga","Pojkar","Gymnasiebehöriga",0
"Sotenäs","Samtliga","Pojkar","Gymnasieobehöriga",37
"Sotenäs","Kommunal","Pojkar","Gymnasiebehöriga",0
"Sotenäs","Kommunal","Pojkar","Gymnasieobehöriga",37
"Staffanstorp","Samtliga","Pojkar","Gymnasiebehöriga",13
"Staffanstorp","Samtliga","Pojkar","Gymnasieobehöriga",132
"Staffanstorp","Kommunal","Pojkar","Gymnasiebehöriga",13
"Staffanstorp","Kommunal","Pojkar","Gymnasieobehöriga",132
"Stenungsund","Samtliga","Pojkar","Gymnasiebehöriga",28
"Stenungsund","Samtliga","Pojkar","Gymnasieobehöriga",155
"Stenungsund","Kommunal","Pojkar","Gymnasiebehöriga",27
"Stenungsund","Kommunal","Pojkar","Gymnasieobehöriga",148
"Stenungsund","Enskild","Pojkar","Gymnasiebehöriga",0
"Stenungsund","Enskild","Pojkar","Gymnasieobehöriga",0
"Stockholm","Samtliga","Pojkar","Gymnasiebehöriga",567
"Stockholm","Samtliga","Pojkar","Gymnasieobehöriga",4363
"Stockholm","Kommunal","Pojkar","Gymnasiebehöriga",390
"Stockholm","Kommunal","Pojkar","Gymnasieobehöriga",2630
"Stockholm","Enskild","Pojkar","Gymnasiebehöriga",176
"Stockholm","Enskild","Pojkar","Gymnasieobehöriga",1734
"Storfors","Samtliga","Pojkar","Gymnasiebehöriga",0
"Storfors","Samtliga","Pojkar","Gymnasieobehöriga",40
"Storfors","Kommunal","Pojkar","Gymnasiebehöriga",0
"Storfors","Kommunal","Pojkar","Gymnasieobehöriga",25
"Storfors","Enskild","Pojkar","Gymnasiebehöriga",NA
"Storfors","Enskild","Pojkar","Gymnasieobehöriga",NA
"Storuman","Samtliga","Pojkar","Gymnasiebehöriga",12
"Storuman","Samtliga","Pojkar","Gymnasieobehöriga",24
"Storuman","Kommunal","Pojkar","Gymnasiebehöriga",12
"Storuman","Kommunal","Pojkar","Gymnasieobehöriga",24
"Strängnäs","Samtliga","Pojkar","Gymnasiebehöriga",41
"Strängnäs","Samtliga","Pojkar","Gymnasieobehöriga",192
"Strängnäs","Kommunal","Pojkar","Gymnasiebehöriga",33
"Strängnäs","Kommunal","Pojkar","Gymnasieobehöriga",105
"Strängnäs","Enskild","Pojkar","Gymnasiebehöriga",0
"Strängnäs","Enskild","Pojkar","Gymnasieobehöriga",95
"Strömstad","Samtliga","Pojkar","Gymnasiebehöriga",25
"Strömstad","Samtliga","Pojkar","Gymnasieobehöriga",63
"Strömstad","Kommunal","Pojkar","Gymnasiebehöriga",25
"Strömstad","Kommunal","Pojkar","Gymnasieobehöriga",63
"Strömsund","Samtliga","Pojkar","Gymnasiebehöriga",14
"Strömsund","Samtliga","Pojkar","Gymnasieobehöriga",56
"Strömsund","Kommunal","Pojkar","Gymnasiebehöriga",14
"Strömsund","Kommunal","Pojkar","Gymnasieobehöriga",56
"Sundbyberg","Samtliga","Pojkar","Gymnasiebehöriga",18
"Sundbyberg","Samtliga","Pojkar","Gymnasieobehöriga",152
"Sundbyberg","Kommunal","Pojkar","Gymnasiebehöriga",15
"Sundbyberg","Kommunal","Pojkar","Gymnasieobehöriga",92
"Sundbyberg","Enskild","Pojkar","Gymnasiebehöriga",0
"Sundbyberg","Enskild","Pojkar","Gymnasieobehöriga",63
"Sundsvall","Samtliga","Pojkar","Gymnasiebehöriga",110
"Sundsvall","Samtliga","Pojkar","Gymnasieobehöriga",516
"Sundsvall","Kommunal","Pojkar","Gymnasiebehöriga",104
"Sundsvall","Kommunal","Pojkar","Gymnasieobehöriga",343
"Sundsvall","Enskild","Pojkar","Gymnasiebehöriga",0
"Sundsvall","Enskild","Pojkar","Gymnasieobehöriga",179
"Sunne","Samtliga","Pojkar","Gymnasiebehöriga",20
"Sunne","Samtliga","Pojkar","Gymnasieobehöriga",56
"Sunne","Kommunal","Pojkar","Gymnasiebehöriga",20
