"Kommun","Huvudman","Kön","Behörighet","Antal"
"Årjäng","Kommunal","Samtliga","Gymnasiebehöriga",17
"Årjäng","Kommunal","Samtliga","Gymnasieobehöriga",93
"Åsele","Samtliga","Samtliga","Gymnasiebehöriga",0
"Åsele","Samtliga","Samtliga","Gymnasieobehöriga",34
"Åsele","Kommunal","Samtliga","Gymnasiebehöriga",0
"Åsele","Kommunal","Samtliga","Gymnasieobehöriga",34
"Åstorp","Samtliga","Samtliga","Gymnasiebehöriga",34
"Åstorp","Samtliga","Samtliga","Gymnasieobehöriga",136
"Åstorp","Kommunal","Samtliga","Gymnasiebehöriga",34
"Åstorp","Kommunal","Samtliga","Gymnasieobehöriga",136
"Åtvidaberg","Samtliga","Samtliga","Gymnasiebehöriga",20
"Åtvidaberg","Samtliga","Samtliga","Gymnasieobehöriga",100
"Åtvidaberg","Kommunal","Samtliga","Gymnasiebehöriga",20
"Åtvidaberg","Kommunal","Samtliga","Gymnasieobehöriga",100
"Älmhult","Samtliga","Samtliga","Gymnasiebehöriga",40
"Älmhult","Samtliga","Samtliga","Gymnasieobehöriga",156
"Älmhult","Kommunal","Samtliga","Gymnasiebehöriga",31
"Älmhult","Kommunal","Samtliga","Gymnasieobehöriga",120
"Älmhult","Enskild","Samtliga","Gymnasiebehöriga",0
"Älmhult","Enskild","Samtliga","Gymnasieobehöriga",45
"Älvdalen","Samtliga","Samtliga","Gymnasiebehöriga",0
"Älvdalen","Samtliga","Samtliga","Gymnasieobehöriga",85
"Älvdalen","Kommunal","Samtliga","Gymnasiebehöriga",0
"Älvdalen","Kommunal","Samtliga","Gymnasieobehöriga",85
"Älvkarleby","Samtliga","Samtliga","Gymnasiebehöriga",25
"Älvkarleby","Samtliga","Samtliga","Gymnasieobehöriga",82
"Älvkarleby","Kommunal","Samtliga","Gymnasiebehöriga",15
"Älvkarleby","Kommunal","Samtliga","Gymnasieobehöriga",63
"Älvkarleby","Enskild","Samtliga","Gymnasiebehöriga",10
"Älvkarleby","Enskild","Samtliga","Gymnasieobehöriga",19
"Älvsbyn","Samtliga","Samtliga","Gymnasiebehöriga",0
"Älvsbyn","Samtliga","Samtliga","Gymnasieobehöriga",109
"Älvsbyn","Kommunal","Samtliga","Gymnasiebehöriga",0
"Älvsbyn","Kommunal","Samtliga","Gymnasieobehöriga",109
"Ängelholm","Samtliga","Samtliga","Gymnasiebehöriga",85
"Ängelholm","Samtliga","Samtliga","Gymnasieobehöriga",402
"Ängelholm","Kommunal","Samtliga","Gymnasiebehöriga",85
"Ängelholm","Kommunal","Samtliga","Gymnasieobehöriga",402
"Öckerö","Samtliga","Samtliga","Gymnasiebehöriga",0
"Öckerö","Samtliga","Samtliga","Gymnasieobehöriga",161
"Öckerö","Kommunal","Samtliga","Gymnasiebehöriga",0
"Öckerö","Kommunal","Samtliga","Gymnasieobehöriga",161
"Ödeshög","Samtliga","Samtliga","Gymnasiebehöriga",10
"Ödeshög","Samtliga","Samtliga","Gymnasieobehöriga",42
"Ödeshög","Kommunal","Samtliga","Gymnasiebehöriga",10
"Ödeshög","Kommunal","Samtliga","Gymnasieobehöriga",42
"Örebro","Samtliga","Samtliga","Gymnasiebehöriga",318
"Örebro","Samtliga","Samtliga","Gymnasieobehöriga",1381
"Örebro","Kommunal","Samtliga","Gymnasiebehöriga",285
"Örebro","Kommunal","Samtliga","Gymnasieobehöriga",987
"Örebro","Enskild","Samtliga","Gymnasiebehöriga",32
"Örebro","Enskild","Samtliga","Gymnasieobehöriga",395
"Örkelljunga","Samtliga","Samtliga","Gymnasiebehöriga",34
"Örkelljunga","Samtliga","Samtliga","Gymnasieobehöriga",74
"Örkelljunga","Kommunal","Samtliga","Gymnasiebehöriga",30
"Örkelljunga","Kommunal","Samtliga","Gymnasieobehöriga",70
"Örkelljunga","Enskild","Samtliga","Gymnasiebehöriga",0
"Örkelljunga","Enskild","Samtliga","Gymnasieobehöriga",0
"Örnsköldsvik","Samtliga","Samtliga","Gymnasiebehöriga",103
"Örnsköldsvik","Samtliga","Samtliga","Gymnasieobehöriga",479
"Örnsköldsvik","Kommunal","Samtliga","Gymnasiebehöriga",98
"Örnsköldsvik","Kommunal","Samtliga","Gymnasieobehöriga",470
"Örnsköldsvik","Enskild","Samtliga","Gymnasiebehöriga",0
"Örnsköldsvik","Enskild","Samtliga","Gymnasieobehöriga",14
"Östersund","Samtliga","Samtliga","Gymnasiebehöriga",81
"Östersund","Samtliga","Samtliga","Gymnasieobehöriga",582
"Östersund","Kommunal","Samtliga","Gymnasiebehöriga",74
"Östersund","Kommunal","Samtliga","Gymnasieobehöriga",465
"Östersund","Enskild","Samtliga","Gymnasiebehöriga",0
"Östersund","Enskild","Samtliga","Gymnasieobehöriga",124
"Österåker","Samtliga","Samtliga","Gymnasiebehöriga",43
"Österåker","Samtliga","Samtliga","Gymnasieobehöriga",471
"Österåker","Kommunal","Samtliga","Gymnasiebehöriga",37
"Österåker","Kommunal","Samtliga","Gymnasieobehöriga",345
"Österåker","Enskild","Samtliga","Gymnasiebehöriga",0
"Österåker","Enskild","Samtliga","Gymnasieobehöriga",132
"Östhammar","Samtliga","Samtliga","Gymnasiebehöriga",47
"Östhammar","Samtliga","Samtliga","Gymnasieobehöriga",169
"Östhammar","Kommunal","Samtliga","Gymnasiebehöriga",47
"Östhammar","Kommunal","Samtliga","Gymnasieobehöriga",169
"Östra Göinge","Samtliga","Samtliga","Gymnasiebehöriga",45
"Östra Göinge","Samtliga","Samtliga","Gymnasieobehöriga",151
"Östra Göinge","Kommunal","Samtliga","Gymnasiebehöriga",38
"Östra Göinge","Kommunal","Samtliga","Gymnasieobehöriga",136
"Östra Göinge","Enskild","Samtliga","Gymnasiebehöriga",0
"Östra Göinge","Enskild","Samtliga","Gymnasieobehöriga",22
"Överkalix","Samtliga","Samtliga","Gymnasiebehöriga",0
"Överkalix","Samtliga","Samtliga","Gymnasieobehöriga",30
"Överkalix","Kommunal","Samtliga","Gymnasiebehöriga",0
"Överkalix","Kommunal","Samtliga","Gymnasieobehöriga",28
"Överkalix","Enskild","Samtliga","Gymnasiebehöriga",NA
"Överkalix","Enskild","Samtliga","Gymnasieobehöriga",NA
"Övertorneå","Samtliga","Samtliga","Gymnasiebehöriga",0
"Övertorneå","Samtliga","Samtliga","Gymnasieobehöriga",49
"Övertorneå","Kommunal","Samtliga","Gymnasiebehöriga",0
"Övertorneå","Kommunal","Samtliga","Gymnasieobehöriga",43
"Övertorneå","Enskild","Samtliga","Gymnasiebehöriga",NA
"Övertorneå","Enskild","Samtliga","Gymnasieobehöriga",NA
"Ale","Samtliga","Flickor","Gymnasiebehöriga",20
"Ale","Samtliga","Flickor","Gymnasieobehöriga",153
"Ale","Kommunal","Flickor","Gymnasiebehöriga",20
"Ale","Kommunal","Flickor","Gymnasieobehöriga",136
"Ale","Enskild","Flickor","Gymnasiebehöriga",NA
"Ale","Enskild","Flickor","Gymnasieobehöriga",NA
"Alingsås","Samtliga","Flickor","Gymnasiebehöriga",29
"Alingsås","Samtliga","Flickor","Gymnasieobehöriga",223
"Alingsås","Kommunal","Flickor","Gymnasiebehöriga",26
"Alingsås","Kommunal","Flickor","Gymnasieobehöriga",175
"Alingsås","Enskild","Flickor","Gymnasiebehöriga",0
"Alingsås","Enskild","Flickor","Gymnasieobehöriga",51
"Alvesta","Samtliga","Flickor","Gymnasiebehöriga",25
"Alvesta","Samtliga","Flickor","Gymnasieobehöriga",81
"Alvesta","Kommunal","Flickor","Gymnasiebehöriga",25
"Alvesta","Kommunal","Flickor","Gymnasieobehöriga",81
"Aneby","Samtliga","Flickor","Gymnasiebehöriga",0
"Aneby","Samtliga","Flickor","Gymnasieobehöriga",31
"Aneby","Kommunal","Flickor","Gymnasiebehöriga",0
"Aneby","Kommunal","Flickor","Gymnasieobehöriga",31
"Aneby","Enskild","Flickor","Gymnasiebehöriga",NA
"Aneby","Enskild","Flickor","Gymnasieobehöriga",NA
"Arboga","Samtliga","Flickor","Gymnasiebehöriga",10
"Arboga","Samtliga","Flickor","Gymnasieobehöriga",72
"Arboga","Kommunal","Flickor","Gymnasiebehöriga",10
"Arboga","Kommunal","Flickor","Gymnasieobehöriga",72
"Arjeplog","Samtliga","Flickor","Gymnasiebehöriga",0
"Arjeplog","Samtliga","Flickor","Gymnasieobehöriga",16
"Arjeplog","Kommunal","Flickor","Gymnasiebehöriga",0
"Arjeplog","Kommunal","Flickor","Gymnasieobehöriga",16
"Arvidsjaur","Samtliga","Flickor","Gymnasiebehöriga",0
"Arvidsjaur","Samtliga","Flickor","Gymnasieobehöriga",34
"Arvidsjaur","Kommunal","Flickor","Gymnasiebehöriga",0
"Arvidsjaur","Kommunal","Flickor","Gymnasieobehöriga",34
"Arvika","Samtliga","Flickor","Gymnasiebehöriga",16
"Arvika","Samtliga","Flickor","Gymnasieobehöriga",124
"Arvika","Kommunal","Flickor","Gymnasiebehöriga",10
"Arvika","Kommunal","Flickor","Gymnasieobehöriga",95
"Arvika","Enskild","Flickor","Gymnasiebehöriga",0
"Arvika","Enskild","Flickor","Gymnasieobehöriga",35
"Askersund","Samtliga","Flickor","Gymnasiebehöriga",0
"Askersund","Samtliga","Flickor","Gymnasieobehöriga",56
"Askersund","Kommunal","Flickor","Gymnasiebehöriga",0
"Askersund","Kommunal","Flickor","Gymnasieobehöriga",56
"Avesta","Samtliga","Flickor","Gymnasiebehöriga",35
"Avesta","Samtliga","Flickor","Gymnasieobehöriga",76
"Avesta","Kommunal","Flickor","Gymnasiebehöriga",35
"Avesta","Kommunal","Flickor","Gymnasieobehöriga",76
"Bengtsfors","Samtliga","Flickor","Gymnasiebehöriga",15
"Bengtsfors","Samtliga","Flickor","Gymnasieobehöriga",38
"Bengtsfors","Kommunal","Flickor","Gymnasiebehöriga",15
"Bengtsfors","Kommunal","Flickor","Gymnasieobehöriga",38
"Berg","Samtliga","Flickor","Gymnasiebehöriga",0
"Berg","Samtliga","Flickor","Gymnasieobehöriga",45
"Berg","Kommunal","Flickor","Gymnasiebehöriga",0
"Berg","Kommunal","Flickor","Gymnasieobehöriga",45
"Bjurholm","Samtliga","Flickor","Gymnasiebehöriga",0
"Bjurholm","Samtliga","Flickor","Gymnasieobehöriga",10
"Bjurholm","Kommunal","Flickor","Gymnasiebehöriga",0
"Bjurholm","Kommunal","Flickor","Gymnasieobehöriga",10
"Bjuv","Samtliga","Flickor","Gymnasiebehöriga",15
"Bjuv","Samtliga","Flickor","Gymnasieobehöriga",77
"Bjuv","Kommunal","Flickor","Gymnasiebehöriga",15
"Bjuv","Kommunal","Flickor","Gymnasieobehöriga",77
"Boden","Samtliga","Flickor","Gymnasiebehöriga",18
"Boden","Samtliga","Flickor","Gymnasieobehöriga",122
"Boden","Kommunal","Flickor","Gymnasiebehöriga",17
"Boden","Kommunal","Flickor","Gymnasieobehöriga",96
"Boden","Enskild","Flickor","Gymnasiebehöriga",0
"Boden","Enskild","Flickor","Gymnasieobehöriga",27
"Bollebygd","Samtliga","Flickor","Gymnasiebehöriga",0
"Bollebygd","Samtliga","Flickor","Gymnasieobehöriga",64
"Bollebygd","Kommunal","Flickor","Gymnasiebehöriga",0
"Bollebygd","Kommunal","Flickor","Gymnasieobehöriga",64
"Bollnäs","Samtliga","Flickor","Gymnasiebehöriga",22
"Bollnäs","Samtliga","Flickor","Gymnasieobehöriga",137
"Bollnäs","Kommunal","Flickor","Gymnasiebehöriga",18
"Bollnäs","Kommunal","Flickor","Gymnasieobehöriga",73
"Bollnäs","Enskild","Flickor","Gymnasiebehöriga",0
"Bollnäs","Enskild","Flickor","Gymnasieobehöriga",68
"Borgholm","Samtliga","Flickor","Gymnasiebehöriga",0
"Borgholm","Samtliga","Flickor","Gymnasieobehöriga",29
"Borgholm","Kommunal","Flickor","Gymnasiebehöriga",0
"Borgholm","Kommunal","Flickor","Gymnasieobehöriga",29
"Borlänge","Samtliga","Flickor","Gymnasiebehöriga",102
"Borlänge","Samtliga","Flickor","Gymnasieobehöriga",259
"Borlänge","Kommunal","Flickor","Gymnasiebehöriga",88
"Borlänge","Kommunal","Flickor","Gymnasieobehöriga",219
"Borlänge","Enskild","Flickor","Gymnasiebehöriga",14
"Borlänge","Enskild","Flickor","Gymnasieobehöriga",40
"Borås","Samtliga","Flickor","Gymnasiebehöriga",89
"Borås","Samtliga","Flickor","Gymnasieobehöriga",490
"Borås","Kommunal","Flickor","Gymnasiebehöriga",85
"Borås","Kommunal","Flickor","Gymnasieobehöriga",385
"Borås","Enskild","Flickor","Gymnasiebehöriga",0
"Borås","Enskild","Flickor","Gymnasieobehöriga",109
"Botkyrka","Samtliga","Flickor","Gymnasiebehöriga",75
"Botkyrka","Samtliga","Flickor","Gymnasieobehöriga",405
"Botkyrka","Kommunal","Flickor","Gymnasiebehöriga",60
"Botkyrka","Kommunal","Flickor","Gymnasieobehöriga",344
"Botkyrka","Enskild","Flickor","Gymnasiebehöriga",15
"Botkyrka","Enskild","Flickor","Gymnasieobehöriga",61
"Boxholm","Samtliga","Flickor","Gymnasiebehöriga",0
"Boxholm","Samtliga","Flickor","Gymnasieobehöriga",30
"Boxholm","Kommunal","Flickor","Gymnasiebehöriga",0
"Boxholm","Kommunal","Flickor","Gymnasieobehöriga",30
"Bromölla","Samtliga","Flickor","Gymnasiebehöriga",12
"Bromölla","Samtliga","Flickor","Gymnasieobehöriga",49
"Bromölla","Kommunal","Flickor","Gymnasiebehöriga",12
"Bromölla","Kommunal","Flickor","Gymnasieobehöriga",49
"Bräcke","Samtliga","Flickor","Gymnasiebehöriga",0
"Bräcke","Samtliga","Flickor","Gymnasieobehöriga",32
"Bräcke","Kommunal","Flickor","Gymnasiebehöriga",0
"Bräcke","Kommunal","Flickor","Gymnasieobehöriga",32
"Burlöv","Samtliga","Flickor","Gymnasiebehöriga",16
"Burlöv","Samtliga","Flickor","Gymnasieobehöriga",56
"Burlöv","Kommunal","Flickor","Gymnasiebehöriga",16
"Burlöv","Kommunal","Flickor","Gymnasieobehöriga",56
"Båstad","Samtliga","Flickor","Gymnasiebehöriga",0
"Båstad","Samtliga","Flickor","Gymnasieobehöriga",71
"Båstad","Kommunal","Flickor","Gymnasiebehöriga",0
"Båstad","Kommunal","Flickor","Gymnasieobehöriga",71
"Dals-Ed","Samtliga","Flickor","Gymnasiebehöriga",0
"Dals-Ed","Samtliga","Flickor","Gymnasieobehöriga",22
"Dals-Ed","Kommunal","Flickor","Gymnasiebehöriga",0
"Dals-Ed","Kommunal","Flickor","Gymnasieobehöriga",22
"Danderyd","Samtliga","Flickor","Gymnasiebehöriga",10
"Danderyd","Samtliga","Flickor","Gymnasieobehöriga",269
"Danderyd","Kommunal","Flickor","Gymnasiebehöriga",0
"Danderyd","Kommunal","Flickor","Gymnasieobehöriga",177
"Danderyd","Enskild","Flickor","Gymnasiebehöriga",0
"Danderyd","Enskild","Flickor","Gymnasieobehöriga",102
"Degerfors","Samtliga","Flickor","Gymnasiebehöriga",0
"Degerfors","Samtliga","Flickor","Gymnasieobehöriga",49
"Degerfors","Kommunal","Flickor","Gymnasiebehöriga",0
"Degerfors","Kommunal","Flickor","Gymnasieobehöriga",49
"Eda","Samtliga","Flickor","Gymnasiebehöriga",0
"Eda","Samtliga","Flickor","Gymnasieobehöriga",33
"Eda","Kommunal","Flickor","Gymnasiebehöriga",0
"Eda","Kommunal","Flickor","Gymnasieobehöriga",33
"Ekerö","Samtliga","Flickor","Gymnasiebehöriga",0
"Ekerö","Samtliga","Flickor","Gymnasieobehöriga",171
"Ekerö","Kommunal","Flickor","Gymnasiebehöriga",0
"Ekerö","Kommunal","Flickor","Gymnasieobehöriga",148
"Ekerö","Enskild","Flickor","Gymnasiebehöriga",0
"Ekerö","Enskild","Flickor","Gymnasieobehöriga",23
"Eksjö","Samtliga","Flickor","Gymnasiebehöriga",21
"Eksjö","Samtliga","Flickor","Gymnasieobehöriga",85
"Eksjö","Kommunal","Flickor","Gymnasiebehöriga",19
"Eksjö","Kommunal","Flickor","Gymnasieobehöriga",84
"Eksjö","Enskild","Flickor","Gymnasiebehöriga",0
"Eksjö","Enskild","Flickor","Gymnasieobehöriga",0
"Emmaboda","Samtliga","Flickor","Gymnasiebehöriga",0
"Emmaboda","Samtliga","Flickor","Gymnasieobehöriga",50
"Emmaboda","Kommunal","Flickor","Gymnasiebehöriga",0
"Emmaboda","Kommunal","Flickor","Gymnasieobehöriga",50
"Enköping","Samtliga","Flickor","Gymnasiebehöriga",28
"Enköping","Samtliga","Flickor","Gymnasieobehöriga",237
"Enköping","Kommunal","Flickor","Gymnasiebehöriga",26
"Enköping","Kommunal","Flickor","Gymnasieobehöriga",142
"Enköping","Enskild","Flickor","Gymnasiebehöriga",0
"Enköping","Enskild","Flickor","Gymnasieobehöriga",97
"Eskilstuna","Samtliga","Flickor","Gymnasiebehöriga",132
"Eskilstuna","Samtliga","Flickor","Gymnasieobehöriga",512
"Eskilstuna","Kommunal","Flickor","Gymnasiebehöriga",123
"Eskilstuna","Kommunal","Flickor","Gymnasieobehöriga",390
"Eskilstuna","Enskild","Flickor","Gymnasiebehöriga",0
"Eskilstuna","Enskild","Flickor","Gymnasieobehöriga",131
"Eslöv","Samtliga","Flickor","Gymnasiebehöriga",27
"Eslöv","Samtliga","Flickor","Gymnasieobehöriga",160
"Eslöv","Kommunal","Flickor","Gymnasiebehöriga",27
"Eslöv","Kommunal","Flickor","Gymnasieobehöriga",160
"Essunga","Samtliga","Flickor","Gymnasiebehöriga",0
"Essunga","Samtliga","Flickor","Gymnasieobehöriga",38
"Essunga","Kommunal","Flickor","Gymnasiebehöriga",0
"Essunga","Kommunal","Flickor","Gymnasieobehöriga",38
"Fagersta","Samtliga","Flickor","Gymnasiebehöriga",14
"Fagersta","Samtliga","Flickor","Gymnasieobehöriga",46
"Fagersta","Kommunal","Flickor","Gymnasiebehöriga",10
"Fagersta","Kommunal","Flickor","Gymnasieobehöriga",37
"Fagersta","Enskild","Flickor","Gymnasiebehöriga",0
"Fagersta","Enskild","Flickor","Gymnasieobehöriga",13
"Falkenberg","Samtliga","Flickor","Gymnasiebehöriga",40
"Falkenberg","Samtliga","Flickor","Gymnasieobehöriga",215
"Falkenberg","Kommunal","Flickor","Gymnasiebehöriga",38
"Falkenberg","Kommunal","Flickor","Gymnasieobehöriga",176
"Falkenberg","Enskild","Flickor","Gymnasiebehöriga",0
"Falkenberg","Enskild","Flickor","Gymnasieobehöriga",41
"Falköping","Samtliga","Flickor","Gymnasiebehöriga",47
"Falköping","Samtliga","Flickor","Gymnasieobehöriga",174
"Falköping","Kommunal","Flickor","Gymnasiebehöriga",44
"Falköping","Kommunal","Flickor","Gymnasieobehöriga",166
"Falköping","Enskild","Flickor","Gymnasiebehöriga",0
"Falköping","Enskild","Flickor","Gymnasieobehöriga",0
"Falun","Samtliga","Flickor","Gymnasiebehöriga",41
"Falun","Samtliga","Flickor","Gymnasieobehöriga",310
"Falun","Kommunal","Flickor","Gymnasiebehöriga",34
"Falun","Kommunal","Flickor","Gymnasieobehöriga",222
"Falun","Enskild","Flickor","Gymnasiebehöriga",0
"Falun","Enskild","Flickor","Gymnasieobehöriga",95
"Filipstad","Samtliga","Flickor","Gymnasiebehöriga",0
"Filipstad","Samtliga","Flickor","Gymnasieobehöriga",65
"Filipstad","Kommunal","Flickor","Gymnasiebehöriga",0
"Filipstad","Kommunal","Flickor","Gymnasieobehöriga",65
"Finspång","Samtliga","Flickor","Gymnasiebehöriga",14
"Finspång","Samtliga","Flickor","Gymnasieobehöriga",98
"Finspång","Kommunal","Flickor","Gymnasiebehöriga",14
"Finspång","Kommunal","Flickor","Gymnasieobehöriga",98
"Flen","Samtliga","Flickor","Gymnasiebehöriga",24
"Flen","Samtliga","Flickor","Gymnasieobehöriga",68
"Flen","Kommunal","Flickor","Gymnasiebehöriga",17
"Flen","Kommunal","Flickor","Gymnasieobehöriga",37
"Flen","Enskild","Flickor","Gymnasiebehöriga",0
"Flen","Enskild","Flickor","Gymnasieobehöriga",38
"Forshaga","Samtliga","Flickor","Gymnasiebehöriga",17
"Forshaga","Samtliga","Flickor","Gymnasieobehöriga",56
"Forshaga","Kommunal","Flickor","Gymnasiebehöriga",17
"Forshaga","Kommunal","Flickor","Gymnasieobehöriga",56
"Färgelanda","Samtliga","Flickor","Gymnasiebehöriga",0
"Färgelanda","Samtliga","Flickor","Gymnasieobehöriga",33
"Färgelanda","Kommunal","Flickor","Gymnasiebehöriga",0
"Färgelanda","Kommunal","Flickor","Gymnasieobehöriga",33
"Gagnef","Samtliga","Flickor","Gymnasiebehöriga",0
"Gagnef","Samtliga","Flickor","Gymnasieobehöriga",63
"Gagnef","Kommunal","Flickor","Gymnasiebehöriga",0
"Gagnef","Kommunal","Flickor","Gymnasieobehöriga",63
"Gislaved","Samtliga","Flickor","Gymnasiebehöriga",37
"Gislaved","Samtliga","Flickor","Gymnasieobehöriga",158
"Gislaved","Kommunal","Flickor","Gymnasiebehöriga",36
"Gislaved","Kommunal","Flickor","Gymnasieobehöriga",154
"Gislaved","Enskild","Flickor","Gymnasiebehöriga",0
"Gislaved","Enskild","Flickor","Gymnasieobehöriga",0
"Gnesta","Samtliga","Flickor","Gymnasiebehöriga",12
"Gnesta","Samtliga","Flickor","Gymnasieobehöriga",56
"Gnesta","Kommunal","Flickor","Gymnasiebehöriga",12
"Gnesta","Kommunal","Flickor","Gymnasieobehöriga",52
"Gnesta","Enskild","Flickor","Gymnasiebehöriga",NA
"Gnesta","Enskild","Flickor","Gymnasieobehöriga",NA
"Gnosjö","Samtliga","Flickor","Gymnasiebehöriga",0
"Gnosjö","Samtliga","Flickor","Gymnasieobehöriga",48
"Gnosjö","Kommunal","Flickor","Gymnasiebehöriga",0
"Gnosjö","Kommunal","Flickor","Gymnasieobehöriga",48
"Gotland","Samtliga","Flickor","Gymnasiebehöriga",37
"Gotland","Samtliga","Flickor","Gymnasieobehöriga",263
"Gotland","Kommunal","Flickor","Gymnasiebehöriga",34
"Gotland","Kommunal","Flickor","Gymnasieobehöriga",224
"Gotland","Enskild","Flickor","Gymnasiebehöriga",0
"Gotland","Enskild","Flickor","Gymnasieobehöriga",42
"Grums","Samtliga","Flickor","Gymnasiebehöriga",10
"Grums","Samtliga","Flickor","Gymnasieobehöriga",31
"Grums","Kommunal","Flickor","Gymnasiebehöriga",10
"Grums","Kommunal","Flickor","Gymnasieobehöriga",31
"Grästorp","Samtliga","Flickor","Gymnasiebehöriga",0
"Grästorp","Samtliga","Flickor","Gymnasieobehöriga",32
"Grästorp","Kommunal","Flickor","Gymnasiebehöriga",0
"Grästorp","Kommunal","Flickor","Gymnasieobehöriga",32
"Gullspång","Samtliga","Flickor","Gymnasiebehöriga",0
"Gullspång","Samtliga","Flickor","Gymnasieobehöriga",33
"Gullspång","Kommunal","Flickor","Gymnasiebehöriga",0
"Gullspång","Kommunal","Flickor","Gymnasieobehöriga",33
"Gällivare","Samtliga","Flickor","Gymnasiebehöriga",12
"Gällivare","Samtliga","Flickor","Gymnasieobehöriga",66
"Gällivare","Kommunal","Flickor","Gymnasiebehöriga",12
"Gällivare","Kommunal","Flickor","Gymnasieobehöriga",59
"Gällivare","Enskild","Flickor","Gymnasiebehöriga",NA
"Gällivare","Enskild","Flickor","Gymnasieobehöriga",NA
"Gävle","Samtliga","Flickor","Gymnasiebehöriga",90
"Gävle","Samtliga","Flickor","Gymnasieobehöriga",493
"Gävle","Kommunal","Flickor","Gymnasiebehöriga",66
"Gävle","Kommunal","Flickor","Gymnasieobehöriga",313
"Gävle","Enskild","Flickor","Gymnasiebehöriga",24
"Gävle","Enskild","Flickor","Gymnasieobehöriga",180
"Göteborg","Samtliga","Flickor","Gymnasiebehöriga",512
"Göteborg","Samtliga","Flickor","Gymnasieobehöriga",2213
"Göteborg","Kommunal","Flickor","Gymnasiebehöriga",410
"Göteborg","Kommunal","Flickor","Gymnasieobehöriga",1381
"Göteborg","Enskild","Flickor","Gymnasiebehöriga",97
"Göteborg","Enskild","Flickor","Gymnasieobehöriga",837
"Götene","Samtliga","Flickor","Gymnasiebehöriga",0
